time_id,salida_id,tipo_id,almacen_id,vendedor_id,articulo_id,cliente_id,grupo_id,cantidadArticulos,numeroSalidas
20120325,1363,157,7,20,4159,3881,206,1,1
20110427,6179,156,7,20,3931,4614,206,2,1
20110301,1003,156,7,NULL,3891,NULL,206,1,1
20111225,6809,156,7,20,3905,3971,206,2,1
20120424,6191,156,7,22,3946,4539,206,1,1
20110506,5171,156,7,20,3890,4154,206,1,1
20110301,1003,156,7,NULL,3946,NULL,206,1,1
20111225,6809,156,7,20,3930,3971,206,1,1
20120503,2100,156,7,20,3906,4285,206,1,1
20110515,2006,156,7,20,3946,4178,206,1,1
20110307,4362,157,7,23,4171,3847,206,2,1
20120117,2380,156,7,20,3931,4321,206,1,1
20120503,2100,156,7,20,3951,4285,206,1,1
20110811,1666,156,7,20,3905,3788,206,2,1
20110324,5441,156,7,21,3936,4516,206,3,1
20120130,6704,156,7,20,3936,4627,206,2,1
20120608,3833,156,7,20,3931,3881,206,2,1
20110831,6448,157,7,20,4158,3768,206,2,1
20110427,6179,156,7,20,3911,4614,206,2,1
20120307,1259,156,7,20,3931,4119,206,2,1
20120609,640,156,7,20,3930,3785,206,1,1
20110915,4740,157,7,20,4179,3954,206,1,1
20110430,5244,156,7,20,3936,4544,206,1,1
20120329,2788,156,7,24,3931,4029,206,1,1
20120615,2639,156,7,24,3911,4029,206,1,1
20110924,6757,156,7,20,3930,4106,206,1,1
20110501,1262,156,7,20,3930,3939,206,1,1
20120330,2465,156,7,20,3872,3971,206,2,1
20120618,2526,156,7,24,3931,4029,206,1,1
20111021,1745,156,7,24,3871,4029,206,1,1
20110511,2005,156,7,20,3936,3971,206,2,1
20120401,1198,156,7,20,3929,4160,206,12,1
20120622,4817,156,7,20,3930,3881,206,1,1
20111101,2923,156,7,20,3937,3881,206,1,1
20110514,6518,156,7,24,3937,4029,206,1,1
20120415,5448,156,7,20,3936,3741,206,1,1
20120707,4444,156,7,20,3932,4413,206,1,1
20111108,5764,156,7,20,3929,4583,206,1,1
20110525,4395,156,7,20,3926,3994,206,2,1
20120421,7097,156,7,20,3881,4627,206,1,1
20120716,578,156,7,20,3930,4119,206,1,1
20111110,6697,156,7,24,3936,4029,206,1,1
20110618,6469,156,7,20,3921,4493,206,1,1
20120424,6191,156,7,22,3910,4539,206,1,1
20120726,1556,156,7,20,3935,4015,206,1,1
20111116,5173,156,7,20,3921,4115,206,1,1
20110704,3795,156,7,20,3932,4434,206,1,1
20120713,3706,156,7,20,3935,3952,206,2,1
20120802,6977,156,7,20,3920,4612,206,1,1
20111116,5173,156,7,20,3937,4115,206,1,1
20110724,4522,157,7,20,4159,4442,206,2,1
20120716,4865,156,7,20,3935,3769,206,1,1
20120830,4077,156,7,20,3929,4442,206,1,1
20111210,3550,156,7,20,3929,4160,206,4,1
20110806,4032,157,7,24,4158,4029,206,1,1
20120729,1620,156,7,20,3906,4236,206,1,1
20120905,3944,156,7,20,3926,3999,206,1,1
20120107,488,156,7,20,3930,4073,206,1,1
20110915,4740,157,7,20,4167,3954,206,1,1
20121108,4175,156,7,20,3909,4290,206,2,1
20120912,4982,156,7,20,3906,4413,206,1,1
20120201,4076,157,7,20,4159,4457,206,1,1
20110924,6757,156,7,20,3951,4106,206,2,1
20121118,3069,156,7,20,3931,4003,206,1,1
20121005,6226,157,7,24,4159,4029,206,1,1
20120213,4054,156,7,24,3921,4029,206,1,1
20110927,5140,156,7,24,3932,4029,206,1,1
20121120,2132,156,7,20,3915,3899,206,1,1
20121005,6571,156,7,20,3936,3971,206,1,1
20120218,2965,156,7,20,3935,4003,206,1,1
20111013,4647,156,7,20,3931,3999,206,1,1
20121210,744,157,7,20,4159,3999,206,1,1
20121009,2555,156,7,24,3906,4029,206,1,1
20120312,7073,156,7,20,3930,3971,206,1,1
20111024,6901,156,7,20,3921,3769,206,1,1
20121226,5064,156,7,24,3930,4029,206,1,1
20121108,4175,156,7,20,3914,4290,206,3,1
20120408,1122,156,7,24,3872,4029,206,1,1
20111108,4225,156,7,20,3936,3881,206,1,1
20130102,4585,156,7,20,3915,3881,206,1,1
20130113,2884,156,7,20,3880,3768,206,2,1
20120411,754,156,7,20,3916,3966,206,1,1
20111116,5173,156,7,20,3951,4115,206,1,1
20130102,4585,156,7,20,3925,3881,206,1,1
20130113,2884,156,7,20,3929,3768,206,1,1
20120415,5448,156,7,20,3906,3741,206,1,1
20111122,4504,156,7,24,3936,4029,206,1,1
20130106,4236,156,7,20,3871,4119,206,1,1
20130113,6317,156,7,20,3930,4642,206,2,1
20120509,4630,156,7,20,3916,3774,206,2,1
20111221,3552,156,7,20,3929,4158,206,6,1
20130113,2884,156,7,20,3931,3768,206,1,1
20130218,4690,156,7,20,3936,4115,206,1,1
20120704,5445,156,7,20,3931,4563,206,2,1
20120105,5656,156,7,20,3931,4284,206,2,1
20130113,2884,156,7,20,3934,3768,206,1,1
20130316,5654,156,7,20,3905,4287,206,1,1
20120711,7079,156,7,24,3872,4029,206,1,1
20120107,4803,156,7,21,3936,4468,206,1,1
20130117,2528,156,7,20,3930,4003,206,1,1
20130329,2562,156,7,24,3906,4029,206,1,1
20120718,3084,156,7,20,3951,4106,206,4,1
20120117,2380,156,7,20,3901,4321,206,1,1
20130121,4558,156,7,24,3885,4029,206,1,1
20130413,935,156,7,20,3881,4168,206,1,1
20120722,4572,156,7,20,3906,3774,206,1,1
20120128,3232,156,7,20,3921,3768,206,1,1
20130125,6173,156,7,20,3930,3957,206,1,1
20130416,3846,156,7,20,3929,3952,206,2,1
20120731,4696,156,7,20,3936,3971,206,5,1
20120209,4471,156,7,20,3925,3994,206,1,1
20130205,3686,157,7,20,4171,4371,206,1,1
20130429,1382,156,7,20,3880,3768,206,2,1
20120826,558,156,7,24,3932,4029,206,1,1
20120212,2409,156,7,20,3935,4324,206,2,1
20130306,3256,156,7,NULL,3935,NULL,206,1,1
20130429,1382,156,7,20,3929,3768,206,1,1
20120830,4077,156,7,20,3930,4442,206,1,1
20120313,4442,157,7,22,4178,4037,206,4,1
20130316,1815,156,7,20,3936,4178,206,1,1
20130520,612,156,7,20,3930,4115,206,1,1
20120911,6951,156,7,20,3931,4413,206,1,1
20120328,2653,156,7,20,3915,4003,206,1,1
20130502,2103,156,7,20,3944,3994,206,1,1
20130526,871,156,7,22,3932,4037,206,1,1
20120915,3147,156,7,24,3891,4029,206,2,1
20120401,2191,156,7,24,3937,4029,206,1,1
20130516,6614,156,7,24,3937,4029,206,1,1
20130705,1440,157,7,24,4167,4029,206,1,1
20121029,5488,156,7,20,3930,3971,206,1,1
20120402,5548,156,7,20,3931,4567,206,1,1
20130526,871,156,7,22,3937,4037,206,1,1
20130711,899,156,7,NULL,3931,NULL,206,1,1
20121126,6790,156,7,24,3931,4029,206,2,1
20120421,7097,156,7,20,3931,4627,206,1,1
20130527,6735,156,7,20,3930,4442,206,1,1
20130724,704,156,7,20,3935,3999,206,2,1
20121203,4116,156,7,20,3936,3881,206,1,1
20120724,6868,156,7,20,3937,4413,206,1,1
20130603,590,156,7,24,3936,4029,206,1,1
20130819,5867,156,7,20,3935,4590,206,1,1
20121210,744,156,7,20,3937,3999,206,1,1
20120806,1403,156,7,24,3906,4029,206,1,1
20130622,1434,156,7,20,3931,4215,206,1,1
20130904,6002,156,7,20,3930,4606,206,1,1
20121215,4045,156,7,20,3931,4442,206,1,1
20120818,7034,157,7,23,4159,3913,206,1,1
20130630,3608,156,7,20,3930,3769,206,1,1
20131018,4743,157,7,20,4175,4353,206,2,1
20130101,4495,156,7,24,3905,4029,206,2,1
20121004,1550,156,7,20,3931,3971,206,2,1
20130710,6154,156,7,20,3891,4371,206,1,1
20131029,1976,156,7,22,3937,4037,206,1,1
20130113,2884,156,7,20,3930,3768,206,1,1
20121010,6301,156,7,24,3932,4029,206,1,1
20130724,704,156,7,20,3920,3999,206,2,1
20131029,1976,156,7,22,3965,4037,206,2,1
20130115,5585,156,7,24,3936,4029,206,1,1
20121027,1572,156,7,24,3930,4029,206,1,1
20130724,704,156,7,20,3921,3999,206,3,1
20131109,4555,156,7,20,3935,3994,206,1,1
20130314,1945,156,7,20,3881,4224,206,1,1
20121210,744,156,7,20,3921,3999,206,2,1
20130930,6604,156,7,24,3906,4029,206,2,1
20131117,4546,156,7,20,3946,4442,206,1,1
20130407,5298,157,7,20,4175,3768,206,1,1
20121210,744,156,7,20,3936,3999,206,1,1
20131029,1976,156,7,22,3936,4037,206,1,1
20131204,6957,157,7,20,4175,3999,206,2,1
20130418,6769,156,7,20,3930,3768,206,1,1
20121226,5064,156,7,24,3906,4029,206,1,1
20131224,5233,156,7,20,3936,3774,206,2,1
20131216,4978,156,7,20,3929,4444,206,1,1
20130429,1382,157,7,20,4159,3768,206,1,1
20130102,909,156,7,20,3930,4059,206,1,1
20140106,1812,156,7,24,3886,4029,206,2,1
20131225,4836,156,7,20,3930,4517,206,1,1
20130429,3271,156,7,24,3931,4029,206,1,1
20130102,4585,156,7,20,3920,3881,206,1,1
20140205,873,156,7,NULL,3931,NULL,206,1,1
20140303,3695,156,7,20,3936,3815,206,1,1
20130430,3514,156,7,20,3930,3769,206,2,1
20130113,2884,156,7,20,3881,3768,206,1,1
20140218,3957,156,7,24,3935,4029,206,1,1
20140330,5944,156,7,20,3929,4087,206,1,1
20130524,3036,156,7,24,3936,4029,206,1,1
20130113,2884,157,7,20,4158,3768,206,1,1
20140422,5776,156,7,20,3891,3769,206,1,1
20140422,5776,156,7,20,3915,3769,206,1,1
20130526,871,156,7,22,3965,4037,206,2,1
20130119,2605,157,7,24,4167,4029,206,1,1
20140430,1859,156,7,24,3906,4029,206,1,1
20140513,4244,156,7,20,3930,3782,206,3,1
20130618,6382,156,7,20,3930,3768,206,2,1
20130206,622,156,7,20,3891,3908,206,1,1
20140504,7040,156,7,20,3937,4413,206,1,1
20140516,6199,156,7,20,3931,4627,206,1,1
20130621,5107,156,7,20,3905,4541,206,1,1
20130206,622,156,7,20,3946,3908,206,1,1
20140506,5667,156,7,20,3930,3769,206,2,1
20140529,1857,156,7,20,3929,4224,206,1,1
20130720,2016,157,7,20,4159,4278,206,1,1
20130211,6832,156,7,22,3920,4037,206,2,1
20140510,6126,156,7,20,3935,3971,206,1,1
20140627,1547,156,7,NULL,3905,NULL,206,2,1
20130725,5720,156,7,20,3946,3901,206,1,1
20130311,3204,156,7,20,3929,4224,206,1,1
20140513,1388,156,7,24,3931,4029,206,1,1
20140627,1547,156,7,NULL,3906,NULL,206,1,1
20130814,5613,156,7,20,3951,3934,206,1,1
20130413,935,156,7,20,3911,4168,206,1,1
20140516,6199,156,7,20,3937,4627,206,1,1
20140630,1967,156,7,20,3929,3952,206,2,1
20131003,955,156,7,20,3911,4003,206,2,1
20130416,3846,156,7,20,3950,3952,206,1,1
20140521,5672,156,7,20,3935,4287,206,1,1
20140630,6829,156,7,20,3929,4442,206,1,1
20131029,1976,156,7,22,3932,4037,206,1,1
20130429,1382,157,7,20,4158,3768,206,1,1
20140614,740,156,7,24,3936,4029,206,2,1
20140809,1790,156,7,20,3937,4003,206,1,1
20131031,1926,156,7,24,3931,4029,206,2,1
20130526,871,156,7,22,3936,4037,206,1,1
20140627,1547,156,7,NULL,3931,NULL,206,1,1
20140922,5729,156,7,20,3905,4287,206,1,1
20131110,2690,156,7,20,3891,4346,206,2,1
20130618,6937,157,7,20,4159,4371,206,1,1
20140724,6162,156,7,20,3930,3934,206,2,1
20141020,1794,157,7,20,4159,3908,206,1,1
20131112,4781,156,7,20,3881,3769,206,1,1
20130622,1434,156,7,20,3932,4215,206,1,1
20140731,2984,156,7,20,3926,4265,206,1,1
20141023,1169,156,7,NULL,3930,NULL,206,1,1
20131125,6897,156,7,20,3921,3768,206,1,1
20130630,3608,156,7,20,3935,3769,206,1,1
20140814,3317,156,7,NULL,3931,NULL,206,1,1
20141129,1240,156,7,20,3936,4194,206,1,1
20131125,6897,156,7,20,3930,3768,206,2,1
20130705,4406,156,7,20,3891,4486,206,1,1
20140824,1389,156,7,24,3911,4029,206,1,1
20141203,3553,156,7,20,3929,4161,206,6,1
20131130,5706,156,7,20,3931,3899,206,1,1
20131023,5811,156,7,24,3932,4029,206,1,1
20140829,6250,156,7,20,3910,3774,206,1,1
20141219,4664,156,7,20,3929,4442,206,3,1
20131204,1800,156,7,20,3930,4224,206,1,1
20131128,4389,156,7,24,3906,4029,206,1,1
20140914,2497,156,7,24,3905,4029,206,1,1
20141223,1222,156,7,20,3921,4092,206,1,1
20140211,3375,156,7,20,3931,3971,206,2,1
20131130,5706,156,7,20,3921,3899,206,1,1
20140923,607,156,7,20,3926,3908,206,1,1
20150113,4298,156,7,24,3911,4029,206,1,1
20140224,6557,156,7,20,3931,3999,206,1,1
20131203,2968,156,7,24,3935,4029,206,1,1
20141013,1722,156,7,20,3932,4246,206,1,1
20150131,2831,156,7,20,3921,3785,206,1,1
20140322,595,156,7,20,3930,3999,206,2,1
20140128,1239,156,7,20,3931,3971,206,2,1
20141031,4212,156,7,24,3937,4029,206,1,1
20150202,3101,156,7,20,3936,4384,206,2,1
20140422,5776,156,7,20,3881,3769,206,1,1
20140203,1796,157,7,20,4159,3908,206,1,1
20141107,818,156,7,20,3929,4149,206,1,1
20150203,6412,156,7,20,3937,4649,206,1,1
20140422,5776,156,7,20,3961,3769,206,1,1
20140207,5887,156,7,20,3891,3769,206,1,1
20141203,6244,157,7,20,4175,4631,206,1,1
20150225,862,156,7,24,3974,4029,206,1,1
20140422,5776,156,7,20,3974,3769,206,1,1
20140211,3375,156,7,20,3935,3971,206,2,1
20141221,5119,156,7,20,3929,4290,206,1,1
20150301,4904,156,7,24,3930,4029,206,1,1
20140509,4637,156,7,24,3946,4029,206,2,1
20140319,2704,156,7,20,3906,4348,206,1,1
20150129,4277,156,7,20,3932,4475,206,1,1
20150319,4263,156,7,20,3931,3995,206,3,1
20140516,6199,156,7,20,3881,4627,206,1,1
20140408,4334,156,7,20,3932,4333,206,1,1
20150312,3975,156,7,20,3932,4352,206,1,1
20150321,6421,156,7,24,3936,4029,206,1,1
20140525,4954,156,7,20,3931,4498,206,2,1
20140422,5776,156,7,20,3951,3769,206,1,1
20150319,4263,156,7,20,3930,3995,206,2,1
20150327,6671,156,7,20,3930,4139,206,1,1
20140525,4954,156,7,20,3935,4498,206,1,1
20140502,5910,156,7,20,3936,3782,206,1,1
20150405,1171,156,7,24,3921,4029,206,1,1
20150716,3456,156,7,20,3932,3999,206,1,1
20140720,3606,156,7,20,3929,4162,206,182,1
20140516,3463,157,7,20,4175,3835,206,2,1
20150408,6745,156,7,24,3932,4029,206,1,1
20150720,580,156,7,20,3931,4127,206,1,1
20140918,5311,156,7,20,3930,3999,206,1,1
20140516,6143,156,7,20,3885,4221,206,1,1
20150410,3053,156,7,20,3936,4221,206,1,1
20150804,6744,156,7,20,3930,3769,206,1,1
20140928,2992,156,7,20,3935,4372,206,1,1
20140521,5672,156,7,20,3931,4287,206,2,1
20150427,4308,156,7,20,3931,4399,206,2,1
20150805,1026,156,7,24,3891,4029,206,2,1
20141013,1722,156,7,20,3906,4246,206,1,1
20140627,1547,156,7,NULL,3930,NULL,206,2,1
20150624,1404,156,7,24,3891,4029,206,2,1
20150805,1026,156,7,24,3937,4029,206,1,1
20141028,2461,156,7,20,3935,4324,206,2,1
20140703,2885,157,7,20,4158,3768,206,2,1
20150702,841,156,7,24,3906,4029,206,1,1
20150806,2027,156,7,24,3886,4029,206,1,1
20141203,6244,157,7,20,4171,4631,206,1,1
20140809,1790,156,7,20,3951,4003,206,1,1
20150806,2027,156,7,24,3901,4029,206,1,1
20150806,2027,156,7,24,3921,4029,206,1,1
20141212,4090,156,7,20,3931,3769,206,2,1
20141010,6400,156,7,20,3929,3952,206,3,1
20150808,1408,156,7,24,3930,4029,206,1,1
20150811,5114,157,7,20,4179,4543,206,6,1
20141212,4090,156,7,20,3961,3769,206,1,1
20141106,3921,156,7,20,3936,4445,206,1,1
20150823,3544,156,7,20,3871,4418,206,1,1
20150831,6506,156,7,20,3935,4657,206,1,1
20141214,5182,156,7,20,3911,4544,206,1,1
20141107,6552,156,7,20,3920,4442,206,1,1
20150902,2666,156,7,24,3931,4029,206,1,1
20150902,4539,156,7,20,3916,3863,206,1,1
20141217,3999,156,7,20,3931,4442,206,1,1
20141126,5712,156,7,20,3931,4287,206,1,1
20150914,7106,156,7,20,3936,4049,206,1,1
20150903,3198,156,7,20,3916,3899,206,1,1
20150117,4576,157,7,20,4158,4442,206,1,1
20141203,6244,157,7,20,4167,4631,206,1,1
20150917,5084,156,7,24,3921,4029,206,1,1
20150920,1795,156,7,22,3911,4250,206,1,1
20150207,4273,156,7,24,3931,4029,206,1,1
20141217,3999,156,7,20,3911,4442,206,1,1
20151013,1688,156,7,24,3937,4029,206,1,1
20151001,5384,156,7,20,3936,3774,206,1,1
20150209,1832,157,7,24,4159,4029,206,1,1
20141217,3999,156,7,20,3930,4442,206,1,1
20151019,4697,156,7,20,3929,4442,206,1,1
20151001,5384,156,7,20,3961,3774,206,2,1
20150307,4927,156,7,20,3906,4371,206,1,1
20141227,2609,156,7,20,3916,4274,206,1,1
20151021,5213,156,7,24,3932,4029,206,1,1
20151003,6368,156,7,20,3872,4222,206,1,1
20150308,2371,156,7,24,3906,4029,206,2,1
20150109,2181,156,7,20,3890,3768,206,1,1
20151105,6582,156,7,24,3931,4029,206,1,1
20151021,7008,156,7,20,3921,4612,206,1,1
20150319,4263,156,7,20,3936,3995,206,3,1
20150219,1390,156,7,24,3906,4029,206,1,1
20151208,5092,156,7,20,3930,4371,206,1,1
20151023,3288,156,7,24,3931,4029,206,1,1
20150322,3298,157,7,24,4167,4029,206,1,1
20150306,6914,156,7,20,3931,4442,206,1,1
20151226,6260,156,7,20,3930,3769,206,1,1
20151101,3884,156,7,20,3890,4442,206,1,1
20150510,5006,156,7,20,3936,3774,206,1,1
20150309,1256,157,7,24,4159,4029,206,1,1
20160202,1823,156,7,20,3951,4105,206,1,1
20151101,3884,156,7,20,3931,4442,206,5,1
20150517,6949,156,7,20,3916,4442,206,2,1
20150415,6426,156,7,20,3931,3999,206,1,1
20160306,4140,156,7,20,3946,4465,206,1,1
20151123,5726,156,7,20,3905,4442,206,2,1
20150701,5012,156,7,20,3906,4084,206,1,1
20150421,6414,156,7,20,3885,4221,206,1,1
20160313,5078,156,7,22,3930,4539,206,1,1
20151123,5726,157,7,20,4159,4442,206,2,1
20150701,6264,156,7,20,3920,3769,206,1,1
20150505,4936,156,7,20,3930,4275,206,1,1
20160313,5078,156,7,22,3936,4539,206,1,1
20151213,5489,156,7,20,3931,4563,206,1,1
20150719,792,157,7,20,4159,3881,206,1,1
20150520,4381,156,7,20,3920,4442,206,1,1
20160317,4905,156,7,20,3906,3899,206,1,1
20151221,697,156,7,20,3946,3938,206,1,1
20150804,6744,156,7,20,3921,3769,206,2,1
20150528,6424,156,7,20,3871,4139,206,1,1
20160521,5804,156,7,24,3931,4029,206,1,1
20160106,2435,156,7,20,3925,3994,206,4,1
20150806,2027,156,7,24,3881,4029,206,1,1
20150602,5962,156,7,20,3931,4371,206,1,1
20160704,2794,156,7,20,3886,3855,206,4,1
20160201,4328,157,7,20,4158,4480,206,1,1
20150818,4177,157,7,24,4159,4029,206,3,1
20150618,6440,156,7,20,3951,4442,206,1,1
20160721,1766,156,7,20,3930,3971,206,2,1
20160202,1823,156,7,20,3921,4105,206,1,1
20150903,3198,156,7,20,3921,3899,206,1,1
20150701,5012,156,7,20,3931,4084,206,1,1
20160811,4560,156,7,20,3931,3774,206,1,1
20160202,1823,156,7,20,3937,4105,206,1,1
20150914,7106,156,7,20,3932,4049,206,1,1
20150719,3280,156,7,20,3929,4398,206,1,1
20160812,1121,156,7,20,3931,3966,206,2,1
20160303,3729,156,7,24,3929,4029,206,1,1
20151013,6773,156,7,24,3931,4029,206,1,1
20150805,1940,156,7,24,3936,4029,206,1,1
20160812,1121,156,7,20,3937,3966,206,1,1
20160310,1197,156,7,20,3929,4159,206,12,1
20151101,3884,156,7,20,3885,4442,206,1,1
20090717,1313,158,7,20,4237,4202,220,3,1
20090804,5095,158,7,20,4195,3957,220,1,1
20091018,1302,158,7,20,4238,3971,220,2,1
20091023,6872,158,7,24,4195,4029,220,1,1
20090725,627,158,7,20,4195,3971,220,2,1
20090804,6495,158,7,20,4237,4419,220,1,1
20091023,3811,158,7,22,4194,4037,220,3,1
20091105,6481,158,7,20,4237,4444,220,1,1
20090729,722,158,7,20,4236,3999,220,5,1
20090804,6818,158,7,20,4194,3971,220,10,1
20091124,3853,158,7,20,4236,3999,220,1,1
20091122,5263,158,7,20,4194,4413,220,2,1
20090809,1676,158,7,NULL,4195,NULL,220,1,1
20090829,788,158,7,20,4236,3999,220,1,1
20091129,6821,158,7,20,4196,4678,220,1,1
20091212,3085,158,7,20,4195,4380,220,1,1
20090818,3378,158,7,20,4194,3999,220,1,1
20090829,3940,158,7,20,4194,3939,220,1,1
20091202,1693,158,7,24,4236,4029,220,1,1
20091223,2726,158,7,20,4237,3835,220,2,1
20090818,3378,158,7,20,4236,3999,220,4,1
20090909,3166,158,7,20,4236,4371,220,1,1
20091219,3859,158,7,20,4196,3999,220,1,1
20100122,3273,158,7,24,4237,4029,220,2,1
20090822,5353,158,7,20,4194,4519,220,2,1
20090930,1902,158,7,20,4194,4205,220,1,1
20100104,5996,158,7,20,4195,4444,220,1,1
20100122,4875,158,7,20,4194,3881,220,1,1
20090823,2778,158,7,20,4194,4355,220,1,1
20090930,1902,158,7,20,4236,4205,220,4,1
20100127,6342,158,7,20,4243,4442,220,1,1
20100124,2644,158,7,20,4195,4078,220,3,1
20090824,3658,158,7,20,4194,3995,220,4,1
20091012,3809,158,7,20,4194,3999,220,1,1
