NumCars,CustomerID
3,884997
1,884999
1,885001
2,885004
3,885008
3,885017
2,885024
2,885032
1,885039
2,885041
2,885044
2,885047
2,885052
1,885056
2,885063
1,885072
1,885075
2,885076
2,885079
1,885084
3,885085
4,885086
2,885097
2,885103
1,885104
2,885107
1,885126
3,885129
2,885149
1,885152
2,885159
2,885163
1,885168
1,885199
1,885210
3,885220
2,885227
1,885229
2,885237
2,885260
1,885269
1,885279
1,885282
2,885292
1,885297
1,885301
2,885314
2,885316
1,885321
0,885341
1,885344
3,885350
1,885360
1,885362
1,885365
1,885373
1,885379
1,885383
0,885396
1,885416
1,885449
2,885491
2,885544
1,885565
2,885582
3,885638
3,885715
2,885811
1,885839
3,885914
3,886081
1,886169
1,886213
1,886308
1,886445
2,886455
1,886888
2,886898
3,886938
1,886984
1,886993
2,887015
1,887022
2,887026
1,887086
2,887298
2,887309
3,887325
2,887335
2,887347
1,887376
1,887420
2,887509
2,887609
2,887618
1,887658
2,887666
1,887871
2,887894
2,887898
1,887903
2,887905
1,887908
2,887913
2,887917
2,887920
1,887924
1,887925
1,887929
0,887933
2,887934
1,887936
2,887939
1,887941
2,887945
3,887946
1,887947
2,887949
2,887952
2,887954
2,887955
3,887957
1,887962
1,887963
2,887966
1,887968
2,887969
1,887973
2,887979
2,887982
2,887987
1,887989
2,887990
2,887991
2,887992
1,887995
2,887999
3,888005
2,888006
2,888007
1,888008
2,888014
2,888017
1,888018
1,888019
2,888020
1,888021
2,888025
2,888027
0,888028
3,888029
2,888031
2,888032
2,888033
2,888038
1,888041
2,888045
3,888049
1,888050
1,888054
3,888055
2,888057
1,888059
2,888060
2,888061
1,888064
1,888067
2,888069
1,888071
1,888077
2,888078
2,888079
0,888080
1,888083
1,888084
0,888085
1,888086
2,888090
2,888091
1,888094
1,888095
3,888101
2,888104
1,888106
0,888108
2,888110
1,888112
1,888114
2,888115
2,888119
2,888121
2,888123
0,888125
1,888126
1,888127
2,888130
1,888131
2,888133
1,888137
1,888138
2,888139
2,888140
2,888142
1,888144
2,888146
1,888148
1,888149
1,888153
1,888154
3,888155
1,888156
1,888157
1,888158
1,888161
1,888165
1,888170
1,888172
1,888175
1,888177
2,888178
1,888179
1,888199
2,888211
1,888213
2,888218
2,888227
2,888228
3,888265
2,888268
1,888278
1,888287
2,888297
3,888302
1,888325
1,888341
2,888342
1,888344
1,888355
1,888358
3,888368
3,888371
1,888378
1,888386
2,888388
2,888389
2,888399
2,888418
1,888420
3,888425
2,888431
2,888437
3,888449
2,888451
1,888455
1,888457
1,888466
1,888472
3,888474
2,888493
2,888501
1,888504
2,888510
2,888513
1,888522
2,888529
2,888533
3,888535
2,888544
1,888549
1,888551
1,888556
1,888560
2,888563
2,888565
1,888567
0,888568
1,888582
3,888589
2,888591
2,888592
1,888593
1,888594
2,888600
2,888601
2,888606
1,888608
2,888613
1,888618
1,888619
1,888621
1,888622
1,888630
0,888634
1,888637
2,888650
1,888651
1,888652
2,888655
2,888660
1,888663
1,888665
1,888667
2,888671
4,888673
1,888679
1,888681
1,888684
1,888686
1,888695
1,888696
2,888698
1,888699
1,888703
1,888704
1,888705
1,888708
1,888710
3,888712
2,888713
1,888722
2,888723
2,888727
1,888730
1,888731
1,888732
2,888733
2,888734
1,888736
2,888738
2,888739
2,888743
3,888749
3,888752
0,888753
1,888760
1,888762
1,888764
1,888767
1,888769
2,888773
2,888777
2,888778
2,888787
2,888788
1,888790
1,888794
4,888796
1,888799
2,888807
1,888808
2,888810
1,888811
2,888813
3,888814
1,888815
1,888821
4,888823
1,888827
3,888829
2,888831
1,888836
2,888838
3,888842
2,888844
0,888846
1,888847
3,888848
1,888856
1,888857
2,888863
2,888864
2,888865
1,888868
2,888871
1,888872
1,888875
1,888883
2,888884
1,888890
1,888891
2,888895
1,888899
2,888902
1,888909
1,888910
1,888917
2,888920
1,888922
2,888924
1,888927
4,888928
4,888931
1,888938
3,888940
1,888942
1,888944
2,888945
2,888946
2,888947
1,888951
2,888956
2,888960
1,888961
2,888967
1,888973
1,888976
1,888978
2,888979
1,888980
1,888981
2,888982
3,888987
1,888988
2,888991
2,888997
1,888998
1,889002
2,889005
1,889006
2,889007
3,889008
2,889010
2,889014
2,889022
1,889024
1,889025
1,889026
2,889028
1,889031
2,889034
1,889037
1,889038
1,889040
2,889047
1,889048
2,889050
1,889051
2,889052
1,889062
1,889064
1,889066
1,889072
1,889073
2,889074
2,889075
6,889077
1,889078
0,889088
1,889090
2,889094
2,889095
1,889098
1,889100
1,889109
2,889110
2,889113
2,889119
2,889122
2,889123
1,889126
1,889130
1,889132
2,889134
2,889135
1,889139
1,889144
2,889146
2,889147
1,889150
2,889152
2,889154
2,889155
2,889159
2,889161
2,889162
2,889164
3,889165
2,889167
1,889170
2,889173
2,889174
2,889175
1,889178
1,889179
2,889182
2,889186
2,889188
3,889191
1,889195
2,889197
1,889202
1,889205
2,889207
2,889210
1,889212
2,889215
2,889218
1,889219
3,889220
1,889221
1,889223
1,889227
1,889228
1,889231
1,889233
2,889236
2,889237
2,889238
1,889241
1,889243
1,889245
1,889250
2,889251
2,889254
2,889256
1,889257
2,889260
3,889261
2,889262
1,889264
2,889267
2,889268
2,889270
2,889275
2,889276
0,889277
0,889280
1,889281
2,889282
1,889283
1,889284
3,889285
1,889287
2,889291
2,889292
1,889297
2,889299
1,889304
2,889306
1,889307
1,889309
1,889310
2,889312
2,889317
1,889318
2,889319
2,889328
1,889332
1,889334
1,889337
2,889339
1,889340
2,889345
2,889346
2,889347
2,889349
3,889350
2,889358
1,889361
1,889374
3,889376
1,889378
1,889379
1,889380
2,889381
1,889385
1,889386
1,889387
3,889390
1,889393
1,889394
1,889396
1,889399
1,889400
1,889404
2,889405
2,889407
1,889409
2,889411
1,889413
1,889414
2,889417
1,889423
2,889424
3,889426
0,889429
1,889430
2,889431
1,889435
1,889440
1,889441
3,889443
1,889452
2,889456
2,889463
2,889465
2,889468
2,889471
2,889477
2,889478
2,889480
1,889481
2,889483
0,889484
1,889487
3,889494
1,889496
2,889499
1,889503
2,889504
2,889508
3,889509
2,889511
3,889512
3,889513
1,889517
2,889519
2,889525
2,889533
3,889534
2,889538
1,889544
1,889555
2,889556
2,889557
2,889563
1,889566
1,889569
2,889570
2,889575
2,889576
2,889578
1,889579
2,889584
2,889585
1,889586
2,889588
3,889589
2,889592
1,889595
2,889597
2,889598
1,889600
1,889601
2,889603
2,889611
2,889613
2,889614
5,889620
2,889622
2,889628
1,889629
1,889630
1,889633
2,889637
2,889641
1,889642
2,889643
2,889645
2,889657
2,889661
1,889663
1,889664
1,889666
3,889667
2,889670
1,889671
6,889674
1,889675
0,889679
1,889680
1,889681
1,889686
2,889687
2,889690
1,889691
1,889693
2,889701
2,889702
1,889704
1,889705
1,889709
2,889711
2,889713
3,889715
2,889717
2,889718
2,889719
1,889720
2,889721
1,889724
1,889730
2,889731
2,889732
1,889736
1,889738
0,889739
1,889740
1,889742
2,889743
1,889745
1,889749
2,889752
1,889753
2,889755
3,889757
2,889759
1,889761
1,889762
3,889768
1,889769
2,889770
2,889773
1,889774
2,889775
1,889776
1,889777
1,889779
2,889783
2,889784
2,889785
1,889788
2,889790
2,889791
2,889792
2,889793
2,889794
1,889795
2,889797
1,889801
2,889806
2,889809
2,889812
3,889813
2,889815
4,889816
2,889817
1,889818
1,889821
0,889822
2,889823
2,889826
1,889827
1,889831
1,889832
2,889834
0,889838
2,889839
1,889842
1,889843
2,889844
2,889847
2,889848
2,889851
2,889853
3,889858
2,889859
2,889861
1,889862
1,889864
1,889866
2,889868
2,889869
1,889871
2,889872
1,889877
1,889878
2,889880
1,889882
2,889883
1,889885
2,889886
1,889887
2,889892
1,889893
2,889894
2,889895
2,889896
0,889897
2,889900
1,889901
1,889903
3,889905
2,889906
3,889911
3,889912
2,889915
3,889918
2,889920
1,889921
2,889926
2,889931
1,889932
2,889937
2,889938
1,889942
1,889944
2,889947
3,889950
2,889952
2,889956
2,889958
2,889960
1,889965
1,889969
1,889973
1,889975
2,889977
1,889978
1,889981
1,889982
2,889984
2,889986
2,889987
2,889989
2,889991
2,889995
2,889996
1,889997
2,890000
2,890006
1,890012
1,890013
1,890014
1,890019
2,890022
1,890023
2,890027
2,890028
2,890030
2,890031
1,890034
1,890036
1,890040
2,890047
2,890051
2,890052
2,890055
1,890056
2,890057
2,890059
1,890061
2,890062
0,890065
1,890067
1,890070
2,890073
3,890074
2,890076
1,890079
1,890080
1,890083
1,890085
2,890086
1,890089
1,890091
2,890092
1,890093
1,890094
1,890096
1,890098
1,890099
1,890100
1,890102
1,890104
1,890105
2,890107
3,890111
2,890114
1,890115
2,890119
2,890122
2,890124
1,890125
2,890127
2,890131
0,890133
1,890134
2,890136
1,890138
1,890141
2,890142
1,890146
0,890147
0,890148
1,890150
2,890153
0,890155
1,890156
1,890160
1,890161
2,890163
2,890178
3,890180
2,890200
1,890213
1,890215
1,890220
1,890240
0,890242
1,890248
1,890251
1,890254
2,890257
1,890260
1,890264
2,890265
2,890267
2,890273
1,890275
2,890276
2,890279
2,890288
1,890292
0,890293
1,890299
2,890300
0,890302
1,890304
2,890306
2,890317
3,890319
3,890323
3,890324
2,890326
2,890329
1,890333
0,890334
1,890335
0,890338
1,890342
1,890353
2,890362
1,890371
2,890378
2,890389
2,890393
3,890398
2,890406
0,890416
1,890420
4,890428
1,890440
2,890443
0,890445
2,890455
3,890459
1,890461
3,890470
1,890475
1,890477
1,890478
1,890482
1,890490
1,890494
1,890497
2,890514
1,890516
1,890520
1,890529
2,890533
2,890541
2,890551
1,890565
2,890570
3,890571
1,890594
2,890597
2,890603
1,890606
1,890621
1,890657
0,890663
2,890671
1,890684
2,890687
2,890698
1,890706
2,890707
1,890708
0,890717
2,890719
2,890727
3,890736
2,890737
2,890741
1,890743
2,890745
2,890758
2,890769
2,890777
4,890783
2,890801
0,890834
2,890841
2,890846
3,890870
4,890871
3,890881
3,890883
1,890891
2,890892
2,890896
0,890903
2,890911
4,890912
2,890918
1,890920
2,890923
2,890930
1,890940
2,890942
2,890951
2,890975
1,890984
6,890989
1,890999
1,891017
2,891018
2,891022
2,891024
2,891032
3,891040
2,891055
2,891058
1,891063
2,891074
3,891088
0,891103
4,891117
2,891126
1,891134
2,891138
2,891175
1,891185
1,891225
3,891235
1,891237
2,891256
1,891260
1,891279
2,891283
1,891294
2,891296
1,891304
2,891314
2,891321
2,891326
2,891333
3,891335
1,891358
2,891361
2,891369
3,891372
1,891374
2,891376
1,891378
2,891384
2,891385
2,891394
1,891396
1,891397
1,891402
2,891409
2,891410
2,891411
1,891422
2,891425
1,891426
1,891430
2,891431
2,891433
2,891434
2,891435
2,891441
1,891450
1,891451
4,891454
1,891456
2,891457
1,891467
4,891469
1,891471
3,891475
1,891480
2,891481
1,891483
0,891484
1,891487
2,891492
1,891496
2,891500
2,891501
1,891511
1,891512
3,891513
3,891514
1,891520
1,891522
2,891523
1,891524
1,891526
1,891532
2,891537
1,891539
0,891540
2,891545
3,891549
1,891550
1,891551
3,891553
2,891559
1,891564
1,891565
1,891573
1,891576
2,891580
2,891586
1,891588
1,891589
3,891594
2,891599
2,891600
3,891604
2,891611
2,891612
4,891615
1,891616
3,891619
1,891620
1,891633
1,891634
2,891637
1,891640
2,891644
2,891645
2,891652
2,891654
2,891655
2,891660
2,891661
3,891665
1,891669
2,891670
1,891671
2,891673
2,891675
1,891679
1,891684
1,891685
1,891693
1,891696
1,891697
3,891703
2,891709
1,891710
3,891713
2,891714
4,891718
2,891719
3,891721
2,891724
1,891731
3,891733
1,891734
1,891735
1,891737
1,891742
1,891745
1,891751
1,891754
2,891756
2,891759
1,891762
2,891767
1,891769
2,891773
2,891774
2,891780
2,891784
2,891788
2,891792
3,891793
2,891796
1,891800
1,891803
1,891806
2,891809
2,891812
1,891814
1,891815
2,891817
1,891818
1,891821
1,891824
1,891825
1,891828
1,891829
3,891836
1,891841
1,891848
2,891854
2,891855
4,891857
2,891861
2,891866
2,891871
2,891873
0,891877
1,891878
1,891883
2,891886
2,891887
2,891890
1,891891
2,891893
1,891902
1,891903
1,891907
1,891909
1,891910
2,891917
1,891919
1,891920
1,891923
1,891924
2,891925
2,891927
2,891929
2,891931
2,891933
2,891935
1,891937
2,891939
3,891946
1,891950
0,891957
2,891961
1,891962
1,891963
1,891966
2,891969
1,891971
1,891973
1,891974
2,891978
1,891979
2,891983
1,891984
4,891985
1,891991
1,891992
1,892002
2,892005
2,892007
1,892008
2,892010
3,892013
1,892016
1,892021
2,892028
3,892041
3,892045
1,892052
2,892054
3,892060
2,892061
2,892062
2,892067
2,892070
1,892073
2,892075
2,892078
1,892079
3,892081
1,892084
2,892086
2,892088
3,892089
4,892092
2,892097
2,892100
1,892109
2,892110
2,892123
1,892126
1,892129
1,892134
3,892137
1,892138
1,892150
2,892153
2,892155
1,892158
1,892159
1,892161
2,892166
2,892169
3,892182
1,892198
3,892203
2,892204
1,892209
1,892218
1,892221
3,892222
1,892224
2,892227
2,892249
2,892251
1,892254
2,892256
2,892257
1,892270
1,892274
2,892276
2,892280
2,892281
2,892284
1,892294
1,892298
0,892303
1,892306
2,892311
3,892312
3,892314
3,892316
2,892318
2,892321
2,892325
1,892328
1,892330
2,892342
2,892349
3,892352
2,892367
1,892369
2,892374
4,892380
1,892381
1,892383
2,892386
1,892389
2,892392
1,892401
3,892402
1,892405
3,892421
2,892445
1,892448
2,892450
1,892452
2,892453
1,892461
2,892465
1,892466
1,892473
1,892475
1,892477
2,892480
1,892483
2,892486
1,892491
1,892497
0,892501
2,892505
4,892507
2,892510
1,892514
4,892530
1,892531
3,892532
2,892536
1,892538
1,892542
1,892543
1,892545
2,892559
2,892562
2,892565
2,892576
1,892581
1,892587
2,892592
2,892593
1,892617
2,892628
0,892634
1,892636
1,892639
1,892643
2,892646
2,892649
4,892657
1,892666
2,892669
1,892671
1,892682
2,892702
3,892721
4,892734
2,892737
1,892741
2,892784
0,892805
1,892807
2,892824
2,892840
3,892863
0,892870
2,892890
2,892909
1,892912
2,892915
2,892921
4,892922
1,892927
1,892978
2,892979
4,892993
1,893010
2,893014
2,893016
2,893031
1,893034
2,893037
1,893050
1,893071
1,893097
4,893104
2,893128
1,893132
1,893140
2,893187
0,893199
2,893221
2,893439
1,893521
1,893524
1,893547
2,893569
1,893591
1,893594
1,893697
2,893702
2,893709
2,893745
2,893794
1,893812
2,893827
3,893831
1,893935
2,894048
2,894203
1,894215
2,894247
1,894603
2,895043
4,895103
0,895188
2,895240
2,895646
1,895788
3,895949
1,895970
2,896261
2,896430
2,896473
1,896573
0,896948
1,897420
3,897636
2,897923
2,898014
3,898021
2,898682
2,899007
2,899035
2,899257
1,899304
2,899392
1,899418
3,899513
1,899575
3,899598
2,899625
1,899688
2,899690
2,899809
2,899810
2,899833
2,899860
2,899873
1,899883
3,899904
2,899932
1,899955
2,900024
3,900062
3,900065
1,900094
2,900137
1,900145
1,900148
2,900157
2,900163
1,900164
1,900204
1,900214
3,900231
2,900277
1,900297
3,900306
2,900309
1,900339
0,900371
2,900389
2,900513
1,900541
2,900558
2,900576
1,900641
1,900685
1,900731
2,901032
1,901197
1,901572
2,901678
2,901836
1,901904
2,901961
3,902036
2,902050
2,902212
2,902223
2,902290
2,902823
2,902997
2,903084
1,903092
2,903166
2,903175
2,903193
1,903197
2,903201
1,903330
2,903408
2,903500
1,903583
1,903584
1,903585
1,903588
2,903597
2,903600
1,903604
1,903606
1,903607
2,903609
1,903613
1,903614
4,903616
2,903618
0,903622
1,903626
1,903629
1,903634
2,903636
1,903642
2,903646
1,903652
0,903778
3,903826
2,903828
2,903839
2,903851
2,903863
6,903873
2,903909
2,903911
2,903919
2,903927
2,903930
1,903931
2,903932
1,903936
3,903941
1,903943
1,903948
2,903949
0,903950
2,903951
1,903955
1,903997
1,904002
0,904008
2,904012
1,904015
2,904027
3,904043
2,904045
2,904046
2,904052
2,904073
2,904074
3,904076
1,904083
2,904094
2,904096
1,904099
2,904103
1,904104
2,904112
3,904114
1,904121
2,904123
1,904126
1,904128
3,904139
3,904143
2,904153
1,904157
2,904161
2,904167
1,904202
2,904210
4,904215
2,904225
1,904234
4,904241
3,904251
2,904263
1,904271
2,904275
2,904283
1,904294
1,904300
1,904303
1,904309
2,904318
2,904319
1,904321
0,904323
2,904328
3,904339
2,904346
3,904348
2,904368
1,904374
2,904375
0,904377
2,904392
2,904394
1,904399
2,904406
1,904409
1,904462
2,904463
2,904469
1,904483
1,904484
2,904502
3,904517
1,904521
2,904527
2,904531
2,904533
1,904543
2,904730
1,904817
2,904823
3,904908
2,904910
3,904984
1,905047
2,905118
2,905160
1,905165
2,905166
2,905206
2,905210
2,905215
2,905257
2,905267
2,905291
2,905345
4,905366
1,905457
2,905587
2,905634
0,905681
1,905802
2,905837
3,905871
2,905935
3,905969
1,906010
2,906016
1,906032
2,906036
1,906038
1,906040
2,906061
2,906071
2,906073
1,906075
1,906077
1,906079
2,906083
2,906086
2,906087
2,906090
2,906100
2,906101
2,906104
1,906105
1,906107
3,906109
5,906110
2,906111
2,906118
2,906121
1,906124
1,906129
2,906132
3,906136
2,906137
1,906141
2,906142
2,906147
2,906148
1,906149
2,906151
2,906159
2,906162
5,906165
3,906166
1,906174
2,906175
2,906176
1,906178
2,906179
2,906181
3,906182
2,906185
1,906189
1,906197
2,906201
1,906208
2,906213
1,906220
2,906221
3,906228
1,906231
3,906232
1,906251
2,906253
2,906271
3,906275
1,906279
2,906280
2,906287
1,906290
2,906300
3,906328
2,906332
2,906335
2,906343
1,906355
0,906361
1,906374
2,906375
2,906388
1,906398
1,906403
3,906406
2,906420
2,906430
2,906432
2,906490
2,906493
1,906494
3,906499
2,906512
4,906535
2,906563
0,906573
3,906616
2,906712
2,906758
2,906768
3,906783
2,906796
1,906908
2,906941
0,906948
1,906977
2,907032
1,907091
1,907403
3,907445
3,907552
2,907560
2,907568
1,907683
3,907747
2,907815
3,907893
2,907904
2,908084
1,908194
2,908351
2,908397
2,908848
1,908968
1,908989
2,909068
2,909102
2,909302
1,909559
3,909729
2,909885
3,909950
1,910284
1,910325
2,910376
1,910591
2,910777
1,910914
1,910983
2,911158
2,911366
1,911657
1,911749
0,911756
2,911819
3,911950
3,912013
4,912250
1,912259
2,912262
1,912266
2,912269
2,912271
1,912276
2,912278
1,912280
1,912281
2,912287
2,912289
1,912292
1,912293
3,912296
1,912303
2,912305
1,912306
2,912310
1,912312
0,912314
1,912316
2,912317
2,912322
1,912324
1,912329
2,912331
1,912332
1,912334
1,912337
1,912341
2,912343
1,912345
1,912346
2,912348
4,912351
1,912353
2,912354
2,912357
1,912361
2,912370
4,912374
1,912375
1,912378
2,912382
1,912383
3,912384
2,912385
2,912388
1,912390
1,912393
2,912394
1,912396
1,912398
1,912399
2,912400
2,912402
1,912405
1,912406
2,912408
3,912409
2,912411
2,912412
2,912413
1,912415
1,912418
0,912426
1,912432
2,912437
2,912438
0,912440
1,912441
1,912442
1,912445
1,912447
1,912448
2,912449
3,912451
1,912455
1,912459
1,912468
2,912469
2,912472
2,912473
1,912478
2,912479
1,912480
2,912486
1,912492
3,912495
3,912499
1,912502
1,912505
1,912508
2,912512
1,912514
1,912515
1,912517
1,912518
2,912519
0,912527
2,912529
1,912530
2,912535
2,912539
2,912548
2,912551
2,912552
0,912554
1,912556
1,912558
2,912560
2,912562
2,912568
1,912570
1,912571
3,912575
2,912576
1,912580
1,912584
1,912593
2,912594
1,912596
0,912599
1,912602
2,912603
2,912608
1,912614
2,912618
1,912622
1,912624
2,912625
3,912627
3,912630
2,912632
1,912634
2,912640
2,912641
1,912644
2,912649
2,912650
0,912651
1,912653
2,912654
1,912656
2,912658
1,912659
1,912664
2,912671
1,912677
2,912680
1,912681
1,912688
3,912694
2,912695
2,912698
1,912701
1,912702
2,912704
4,912707
1,912708
2,912709
2,912710
1,912713
1,912714
2,912717
2,912719
2,912727
2,912730
2,912732
1,912734
1,912738
2,912741
1,912743
1,912744
1,912752
2,912754
2,912761
2,912762
1,912763
2,912766
2,912767
1,912771
1,912773
1,912779
2,912781
1,912791
3,912812
1,912819
1,912836
3,912855
2,912856
1,912888
5,912895
2,912908
2,912911
2,912914
2,912921
2,912934
2,912938
2,912944
2,912953
1,912964
2,912966
1,912969
1,912970
1,912978
3,912983
1,912984
0,912985
1,912990
1,912998
2,912999
1,913008
0,913012
2,913014
2,913020
2,913021
1,913028
1,913030
2,913031
1,913034
1,913036
2,913037
2,913040
1,913043
2,913047
1,913053
1,913058
1,913060
1,913068
2,913069
1,913078
2,913079
2,913081
1,913082
1,913087
1,913095
1,913097
1,913101
2,913108
1,913110
2,913118
3,913119
1,913122
1,913126
1,913128
1,913133
1,913134
2,913137
1,913139
2,913147
0,913149
2,913156
1,913158
1,913159
1,913161
1,913164
1,913166
1,913169
1,913173
2,913179
2,913183
2,913191
1,913198
2,913201
2,913205
1,913209
1,913211
2,913212
2,913216
1,913243
1,913251
1,913265
1,913278
4,913286
1,913287
2,913310
2,913314
2,913317
0,913319
1,913321
2,913338
2,913342
2,913393
3,913426
2,913427
0,913435
2,913449
2,913450
2,913453
3,913460
2,913467
2,913475
1,913477
2,913480
2,913483
2,913486
3,913491
2,913493
2,913505
2,913515
2,913516
1,913525
1,913534
2,913535
1,913537
2,913539
3,913547
1,913555
2,913566
1,913580
1,913588
2,913590
2,913595
4,913596
2,913600
2,913602
2,913609
2,913624
2,913633
2,913751
2,913829
4,913830
2,913885
2,913908
1,913979
2,914013
2,914020
2,914049
1,914090
2,914162
1,914250
1,914256
1,914260
2,914278
1,914283
2,914315
2,914342
3,914352
3,914386
1,914417
1,914420
1,914422
0,914425
2,914429
1,914440
1,914447
2,914476
1,914522
2,914532
2,914554
2,914560
3,914586
1,914620
3,914636
2,914652
3,914678
2,914687
1,914706
6,914709
2,914743
1,914753
1,914765
2,914770
1,914816
1,914835
2,914839
2,914864
2,914895
2,914913
1,914924
2,914948
1,915013
1,915017
1,915023
2,915049
2,915087
2,915107
1,915122
2,915129
1,915141
1,915150
0,915170
3,915175
3,915192
2,915206
2,915222
2,915240
1,915270
1,915291
1,915338
2,915362
3,915414
1,915418
1,915437
1,915454
2,915472
1,915490
2,915507
2,915521
2,915522
2,915539
1,915545
4,915564
1,915566
2,915586
2,915607
1,915610
1,915614
1,915616
2,915625
0,915660
1,915668
2,915685
3,915704
2,915723
1,915747
2,915750
2,915755
2,915758
1,915778
2,915810
2,915811
4,915812
1,915832
0,915834
2,915841
3,915847
1,915851
2,915861
2,915869
2,915887
1,915894
2,915897
2,915909
1,915919
4,915938
2,915958
2,915983
2,915994
0,916025
3,916026
1,916035
1,916043
2,916065
1,916066
2,916069
2,916072
1,916076
2,916080
2,916091
2,916098
1,916118
3,916133
3,916139
2,916140
2,916159
1,916166
1,916167
2,916176
2,916189
1,916196
1,916197
1,916198
1,916208
2,916215
2,916225
1,916237
2,916265
1,916267
1,916281
1,916306
2,916309
1,916313
3,916321
1,916326
2,916335
1,916340
1,916355
3,916359
1,916374
1,916378
1,916385
2,916389
1,916399
1,916406
1,916439
1,916469
2,916483
2,916500
2,916506
2,916514
2,916519
5,916534
1,916547
1,916560
2,916567
2,916583
2,916584
2,916603
