CustomerID,Movie
891559,"Clockwork Orange, A"
891487,"Gods Must Be Crazy, The"
891673,Twelve Monkeys
891669,My Cousin Vinny
891588,"Mummy Returns, The"
891669,Apocalypse Now Redux
891500,True Lies
891487,Blazing Saddles
891397,"Lord of the Rings: The Fellowship of the Ring, The"
891520,Legally Blonde
891058,Ghost
891496,Airplane
891540,"Arrival, The"
891550,"Mummy Returns, The"
891564,Bad Boys
891551,Mulholland Drive
891431,Starship Trooper
891361,Blade II
891185,Star Wars Episode II: Attack of the Clones
891540,Alien
891410,Field of Dreams
891559,Aliens
891426,Lord Of Illusions
891426,Operation Petticoat
891467,"Bodyguard, The"
891434,"Godfather Part III, The"
891467,Gladiator
891551,"Godfather Part III, The"
891411,"Crouching Tiger, Hidden Dragon"
891588,"Hunt for Red October, The"
891378,Gladiator
891426,Absolute Power
891425,"Terminator, The"
891378,Cool Hand Luke
891361,Eraserhead
891588,"Muppet Movie, The"
891394,Star Wars Episode I: The Phantom Menace
891481,Con Air
891550,Scary Movie
891564,Indiana Jones and the Raiders of the Lost Ark
891411,Star Wars Episode I: The Phantom Menace
891430,When Harry Met Sally
891426,Maverick
891480,Being John Malkovich
891088,Regarding Henry
891185,Sparticus
891576,I Am Sam
891185,"Godfather, Part II, The"
891550,Aliens
891457,Bringing Up Baby
891394,Star Wars Episode II: Attack of the Clones
890801,Ace Ventura Pet Detective
891467,"American President, The"
891540,Cronos
891551,Ghost World
891492,"Big Blue, The"
891426,Deep Blue Sea
891426,Kiss of the Dragon
891394,"Matrix, The"
891619,"Neverending Story, The"
891496,Gladiator
891384,Schindler's List
891588,Bicentennial Man
891480,12 Monkeys
891670,A.I.: Artificial Intelligence
891487,Adam's Rib
891670,Rainman
891671,Gladiator
891524,"Sound of Music, The"
891467,Bridget Jones's Diary
891378,Enemy at the Gates
891454,"Natural, The"
891670,stargate
891550,Rush Hour
891117,"Great Escape, The"
891564,Star Wars
891058,Dr. Seuss' How The Grinch Stole Christmas
891480,Drunken Master
891058,Dune
891326,Leaving Las Vegas
891358,Spider-Man
891564,Cruel Intentions
891457,Being There
891467,"Bridge on the River Kwai, The"
891588,"Powerpuff Girls Movie, The"
891058,Willow
891185,Hannibal
891235,"Little Mermaid, The"
891434,One Flew over the Cuckoo's Nest
891450,12 Monkeys
891426,From Russia With Love
891487,Das Boot
891225,"Neverending Story, The"
891480,Fish Called Wanda
891304,Hard to Kill
891279,"Matrix, The"
891411,Star Trek: First Contact
891411,Star Wars Episode V: Empire Strikes Back
891475,"Sixth Sense, The"
891358,Logan's Run
890975,GoldenEye
891480,Monty Python and the Holy Grail
891058,West Side Story
891588,Crocodile Dundee in Los Angeles
891588,Lara Croft: Tomb Raider
891426,Blade
891411,Broadcast News
891314,A Christmas Story
891426,A bridge Too Far
891426,Kingpin
891457,"African Queen, The"
891481,Minority Report
891235,Almost Famous
890999,"Usual Suspects, The"
891481,Philadelphia
891058,Executive Decision
891431,Star Wars Episode VI: Return of the Jedi
891480,Prospero's Books
891565,"Lord of the Rings: The Fellowship of the Ring, The"
891378,"Time Machine, The"
891480,Ghost in the Shell
891185,48 Hours
891669,Indiana Jones and the Last Crusade
891539,Gladiator
891483,Toy Story 2
891487,Dead Poets Society
891384,To Kill a Mockingbird
891669,"Lord of the Rings: The Fellowship of the Ring, The"
891549,It's a Wonderful Life
891551,Deconstructing Harry
891384,Platoon
891487,Down and Out in Beverly Hills
891564,Gladiator
891467,A.I.: Artificial Intelligence
891425,Terminator 2: Judgement Day
891369,Star Wars Episode II: Attack of the Clones
891434,"Godfather, Part II, The"
891673,"Mosquito Coast, The"
891492,Young Frankenstein
891378,Erin Brockovich
891426,Gladiator
891426,On Her Majestys Secret Service
891385,Gladiator
891564,"Untouchables, The"
891385,Broadcast News
891426,"Hunt for Red October, The"
891480,Spirited Away
891480,Lethal Weapon
890745,One Flew over the Cuckoo's Nest
891185,"Talented Mr. Ripley, The"
891481,XXX
891588,Muppet Treasure Island
891376,Mission: Impossible
891384,Butch Cassidy and the Sundance Kid
891018,Young Frankenstein
891426,A Few Good Men
891235,City Slickers
891411,Star Trek: The Wrath of Khan
891378,Bull Durham
891481,"Lock, Stock & Two Smoking Barrels"
891480,Liar Liar
891480,"Sex, Lies, and Videotape"
891426,Independence Day
891480,Falling Down
891551,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
891426,Executive Decision
891361,A.I.: Artificial Intelligence
891480,Monster's Ball
891426,Chasing Amy
891426,Licence To Kill
890745,Jaws
891235,Body Heat
891480,"Deer Hunter, The"
891480,Quadrophenia
891559,Scream
891588,Operation Condor
891384,Jurassic Park
891426,Highlander
891441,"Art of War, The"
891361,Halloween
890881,"Lord of the Rings: The Fellowship of the Ring, The"
891480,Grifters
891540,Naked Gun II
891451,Ransom
891481,Indiana Jones and the Last Crusade
891480,Speed
891058,Young Frankenstein
890783,"Terminator, The"
891430,"Ten Commandments, The"
891481,Happy Gilmore
890783,"Dark Crystal, The"
891576,Gosford Park
891480,"Empire of the Sun, The"
891540,"Sixth Sense, The"
891496,Dead Man
891487,Breaking Away
891564,"Beach, The"
891526,"Abyss, The"
891385,Defending Your LIfe
891426,Battle of Britain
891426,Crocodile Dundee
891378,War Of The Worlds
891522,Sleeping with the Enemy
891487,Young Frankenstein
891501,The Gods Must be Crazy!
891512,Addicted to Love
891576,"Crouching Tiger, Hidden Dragon"
891522,The Color Purple
891669,Life is Beautiful
891138,Bill & Ted's Excellent Adventure
891411,Star Wars Episode II: Attack of the Clones
891434,A Few Good Men
891487,Being John Malkovich
891397,Indiana Jones and the Raiders of the Lost Ark
891481,Field of Dreams
891426,Black Hawk Down
891126,"Lord of the Rings: The Fellowship of the Ring, The"
891138,Army of Darkness
891185,"Back to the Future, Part III"
891669,Planet of the Apes
891481,Kelly's Heroes
890783,"Basketball Diaries, The"
891576,Four Weddings and a Funeral
891480,House of Yes
891441,Apollo 13
891588,Night at the Opera
891235,Remember the Titans
891088,Back to the Future
891673,Meet Joe Black
891550,Sabrina
891411,"Secret of Roan Inish, The"
891540,Aliens
891481,A Few Good Men
891550,L.A. Confidential
891431,"Fifth Element, The"
891426,"Dam Busters, The"
891426,Kelly's Heroes
891450,"Godfather, Part II, The"
891550,Tank Girl
891588,Mission: Impossible 2
891426,"Net, The"
891433,Lost Highway
891551,Storytelling
891559,Alien Resurrection
891550,Scream 2
890758,Charlie's Angels
891103,Dirty Dancing
891481,Ice Age
891550,Valentine
891540,The Big Lebowski
891457,On the Waterfront
891426,"Matrix, The"
891450,American History X
891431,Shrek
891480,Excalibur
891540,"Pink Panther, The"
891549,Star Wars Episode V: Empire Strikes Back
891426,Evolution
891225,"Postman, The"
891378,"Cell, The"
891481,Almost Famous
891378,"Hobbit, The"
891225,UHF
891426,Chain Reaction
891397,"Lord of the Rings: The Fellowship of the Ring, The"
890942,"Sixth Sense, The"
890783,Beetlejuice
891522,A Few Good Men
891480,Double Jeopardy
891426,Goodmorning Vietnam
891088,Ten Things I Hate About You
891673,Pay it Forward
891564,Scary Movie
891397,Hoosiers
891426,My Cousin Vinny
891435,Blade
891564,Human Traffic
891564,So I Married an Axe Murderer
891058,Buffy The Vampire Slayer
891361,"Lord of the Rings: The Fellowship of the Ring, The"
891426,Fight Club
891378,"Fifth Element, The"
891500,Gladiator
891441,"Lord of the Rings: The Fellowship of the Ring, The"
891559,Highlander
891397,Back to the Future
891088,You've Got Mail
891304,Hard Rain
890923,Silence of the labms
891450,"Lord of the Rings: The Fellowship of the Ring, The"
890942,Wargames
891058,"Borrowers, The"
891378,Interview with the Vampire
891450,Abre los ojos
891235,"Shawshank Redemption, The"
891361,"Friday the 13th, Part 4: The Final Chapter"
891588,James Bond Movies
891235,"Lord of the Rings: The Fellowship of the Ring, The"
891361,"Nightmare on Elm Street 3: Dream Warriors, A"
891175,"Terminator, The"
890942,Octopussy
891480,8mm
891481,"Outlaw Josie Wales, The"
891058,Die Hard With a Vengeance
890783,"Lion King, The"
891481,Harry Potter and the Sorcerer's Stone
891374,Ronin
890881,Lilo & Stitch
890783,Dracula
891435,"Lord of the Rings: The Fellowship of the Ring, The"
890999,"Red Violin, The"
891480,Monsters Inc.
891058,"Good, the Bad, and the Ugly, the"
891138,Back to the Future
891435,Contact
891088,"Whole Nine Yards, The"
891256,"Big Lebowski, The"
891376,Cyrano de Bergerac
891185,"Lord of the Rings: The Fellowship of the Ring, The"
891369,Austin Powers: The Spy Who Shagged Me
891058,American Dreamer
891358,Star Wars Episode II: Attack of the Clones
891185,Star Wars Episode I: The Phantom Menace
891058,Cast Away
890801,Forrest Gump
891481,K-PAX
890745,Scarface
890490,City of Angels
891088,Sneakers
891793,"Wedding Planner, The"
891634,Pink Floyd:The Wall
891670,Batman
891514,Harold and Maude
891619,The Crying Game
891800,Field of Dreams
891619,"Mystery, Alaska"
891754,Mallrats
891669,"Lord of the Rings: The Fellowship of the Ring, The"
891615,"Perfect Storm, The"
891769,Les Miserables Warner Bros. (1996)
891594,Star Wars
891669,Jurassic Park 3
891501,Twins
891500,Harry Potter and the Sorcerer's Stone
891824,Amelie
891615,Camelot
891754,Forrest Gump
891588,Star Trek IV: The Voyage Home
891619,Tremors II
891487,"Graduate, The"
891796,"Lord of the Rings: The Fellowship of the Ring, The"
891817,Scooby-Doo
891589,Fight Club
891724,"Firm, The"
891793,Star Wars Episode I: The Phantom Menace
891793,Star Trek: The Wrath of Khan
891619,My Left Foot
891679,Showgirls
891501,Ben-Hur
891487,Babe
891539,Three Kings
891540,Naked Lunch
891487,Dave
891524,"Princess Diaries, The"
891487,Animal House
891484,Aliens
891550,Scream
891564,Trainspotting
891550,Psycho Bach Party
891564,"Fifth Element, The"
891411,Showgirls
891426,Brassed Off
891431,Notting Hill
891487,Everything You Always Wanted to Know About Sex but Were Afraid to Ask
891550,Wild Wild West
891492,"Princess and Warrior, The (Krieger and Die Kaiserin, Der)"
891540,Star Wars Episode VI: Return of the Jedi
891378,"Deer Hunter, The"
891409,"Sting, The"
891512,Pretty Woman
891564,Fear and Loathing in Las Vegas
891433,Hard Boiled
891553,Big Trouble in Little China
891431,Star Wars Episode II: Attack of the Clones
891487,Grand Canyon
891564,"Hunt for Red October, The"
891540,Star Wars Episode II: Attack of the Clones
891550,Where the Heart Is
891361,Priest
891671,Star Trek: The Wrath of Khan
891550,Naked Gun II
891565,"Lord of the Rings: The Fellowship of the Ring, The"
891384,"Terminator, The"
891426,"Lord of the Rings: The Fellowship of the Ring, The"
891433,Repo Man
891619,Toy Story 2
891670,Fantasia 2000
891580,A Boy and His Dog
891793,Indiana Jones and the Last Crusade
891800,Patton
891487,Aladdin
891754,"Mexican, The"
891800,Real Genius
891484,Akira
891754,Stigmata
891800,Mr. Hulot's Holiday
891588,Star Wars Episode II: Attack of the Clones
891660,Reservoir Dogs
891669,Jurassic Park
891669,Rush Hour
891589,Seven
891812,Raiders of the Lost Ark
891634,Brazil
891800,Schindler's List
891487,"Fisher King, The"
891670,Robocop
891487,Being There
891754,Rush Hour
891800,Last of the Mohicans
891669,"Hunt for Red October, The"
891754,Gladiator
891615,West Side Story
891654,Beauty and the Beast
891496,Five Deadly Venoms
891619,Conan the Barbarian
891673,"Lord of the Rings: The Fellowship of the Ring, The"
891673,One Flew over the Cuckoo's Nest
891669,Hellraiser 1
891670,Toy Story
891384,U-571
891634,Risky Business
891669,"Godfather, The"
891670,Star Wars Episode V: Empire Strikes Back
891540,Moonraker
891576,Boys Don't Cry
891559,Harry Potter and the Chamber of Secrets
891588,Princess Mononoke
891604,"Red Violin, The"
891501,Pretty Woman
891588,"Crouching Tiger, Hidden Dragon"
891540,Police Story
891434,"Godfather, The"
891426,Chicken Run
891523,Better Off Dead
891588,Indiana Jones and the Last Crusade
891481,Courage Under Fire
891397,Indiana Jones and the Last Crusade
891540,Airplane
891378,Dungeons and Dragons
891492,Winter Sleepers
891467,"Lord of the Rings: The Fellowship of the Ring, The"
891480,Star Wars
891619,The Name of the Rose
891500,Gosford Park
891673,Patton
891564,"Crouching Tiger, Hidden Dragon"
891588,Crocodile Dundee
891394,Star Wars
891559,Terminator 2: Judgement Day
891559,Tron
891550,Malcolm X
891559,Showgirls
891361,North By Northwest
891134,"Rock, The"
891588,"Last Starfighter, The"
891471,A Few Good Men
891411,Toy Story
891754,Pay it Forward
891800,"Quest, The"
891487,Earth Girls are Easy
891634,American Pie
891549,"Sound of Music, The"
891487,How Stella Got Her Groove Back
891735,"Lord of the Rings: The Fellowship of the Ring, The"
891818,The Big Lebowski
891754,Spy Game
891670,Labyrinth
891673,"Natural, The"
891619,Matwan
891619,"Others, The"
891800,Quiz Show
891803,Indiana Jones and the Raiders of the Lost Ark
891588,The One
891670,Dances With Wolves
891669,Das Boot
891654,Schindler's List
891788,"Exorcist, The"
891829,A Few Good Men
891588,Spy Kids
891673,Gladiator
891588,Muppet Treasure Island
891564,Tombstone
891512,Philadelphia Story
891540,Star Wars Episode V: Empire Strikes Back
891537,"Lord of the Rings: The Fellowship of the Ring, The"
891540,Pretty Woman
891537,"Astronaut's Wife, The"
891512,As Good As It Gets
891669,Fantasia 2000
891520,Best in Show
891487,Vertigo
891564,Run Lola Run (Lola Rennt)
891673,"Outlaw Josie Wales, The"
891550,Osmosis Jones
891540,National Lampoon's Vacation
891576,The Crying Game
891550,Mr. Magoo
891430,Gandhi
891467,"Lord of the Rings: The Fellowship of the Ring, The"
891426,"Bone Collector, The"
891633,The Usual Suspects
891588,Chicken Run
891540,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
891576,THE SILENCE OF THE LAMBS
891487,American Graffiti
891487,8 Women
891537,"Hunchback of Notre Dame, The"
891501,"Tailor of Panama, The"
891669,Evil Dead 2: Dead by Dawn
891576,The Red Violin
891540,Mystery Science Theatre 3000
891296,Fletch
891540,Brotherhood of the Wolf
891673,Edward Scissorhands
891540,Air Force One
891481,Men In Black II
891235,"Color Purple, The"
891540,Home Alone 2
891553,Rosenrantz and Guildenstern are Dead
891426,"African Queen, The"
891361,American Pie
891185,Les Miserables Tristar (1998)
891335,Flight of the Intruder
891487,Fantasia
891540,"Great Escape, The"
891540,Dante's Peak
891669,Diamonds Are Forever
891588,Starship Troopers
891615,Harry Potter and the Sorcerer's Stone
891824,American Pie 2
891824,Toy Story 2
891793,Star Wars Episode VI: Return of the Jedi
891654,Star Wars Episode VI: Return of the Jedi
891540,"Spy Who Loved Me, The"
891500,Harvey
891780,Gladiator
891762,"Godfather, The"
891665,Star Wars Episode II: Attack of the Clones
891788,"Godfather Part III, The"
891669,"Godfather Part III, The"
891773,"Matrix, The"
891615,Robin Hood
891800,"Natural, The"
891809,Chariots of Fire
891669,Office Space
891487,Erin Brockovich
891615,My Best Friend's Wedding
891634,Apollo 13
891487,Double Indemnity
891487,All That Jazz
891673,Legends of the Fall
891487,Enchanted April
891634,Apocalypse Now
891669,Goodfellas
891564,American Psycho
891588,Harry Potter and the Sorcerer's Stone
891451,"Godfather Part III, The"
891670,Gladiator
891619,Mimic
891588,Flubber
891487,Beetlejuice
891551,Amelie
891564,Half Baked
891564,Ocean's Eleven
891550,"O Brother, Where Art Thou?"
891426,Hackers
891441,Alien
891673,Bandits
891669,Back to the Futer Part II
891670,Ocean's Eleven
891673,Scent of a Woman
891500,Working Girl
891492,Cinema Paradiso: The New Version
891633,American Pie 2
891514,Harry Potter and the Sorcerer's Stone
891539,Black Hawk Down
891540,Star Wars Episode I: The Phantom Menace
891550,Star Wars
891564,"Crow, The"
891670,Fiddler on the Roof
891492,Stealing Beauty
891433,Night of the Living Dead
891564,Snatch
891588,How the Grinch Stole Christmas
891480,Die Hard
891481,American Pie 2
891426,Event Horizon
891456,Star Trek: Insurrection
891670,Monty Python and the Holy Grail
891522,Legends of the Fall
891576,Gandhi
890918,Absolute Power
891430,"Lord of the Rings: The Fellowship of the Ring, The"
891481,"Me, Myself and Irene"
891426,Hollow Man
891645,Star Wars Episode V: Empire Strikes Back
891619,Toy Story
891484,"Lord of the Rings: The Fellowship of the Ring, The"
891619,"Lord of the Rings: The Two Towers, The"
891645,"Fast and the Furious, The"
891573,Schindler's List
891615,Dances With Wolves
891615,Pride and Prejudice
891501,A Few Good Men
891634,"Godfather, The"
891487,Defending Your LIfe
891818,"Last Unicorn, The"
891669,L.A. Confidential
891487,Flashdance
891670,basic instinct
891670,"Lord of the Rings: The Two Towers, The"
891589,"Lock, Stock & Two Smoking Barrels"
891487,As Good As It Gets
891564,"Shawshank Redemption, The"
891588,Dante's Peak
891818,Brain Candy
891634,Affair to Remember
891655,Eyes Wide Shut
891550,Anna and the King
891487,Key Largo
891654,Indiana Jones and the Raiders of the Lost Ark
891588,Prince of Egypt
891378,"Lord of the Rings: The Fellowship of the Ring, The"
891496,A Better Tomorrow
891540,"Shining, The"
891431,Star Wars
891431,Gladiator
891235,Pretty Woman
891588,Minority Report
891384,Raiders of the Lost Ark
891673,"The Good, The Bad, and the Ugly"
891551,Delicatessen
891411,"Usual Suspects, The"
891540,Guns of Navarone
891564,L. A. Story
891481,Orange County
891384,Rainman
891426,"Lord of the Rings: The Two Towers, The"
891402,Runaway Bride
891426,"Mummy, The"
891378,Escape From New York
891074,"Godfather, Part II, The"
891475,Life of Brian
891321,"Sound of Music, The"
891409,Big
891426,Outbreak
891441,Top Gun
891235,"Untouchables, The"
891559,Sling Blade
891576,Trainspotting
891576,"Thomas Crown Affair, The"
891426,Mission: Impossible
891576,Brassed Off
891475,Star Wars Episode VI: Return of the Jedi
891384,Papillon
891058,For Your Eyes Only
891467,Ben-Hur
891480,Gladiator
891576,Life is Beautiful
891431,Star Wars Episode I: The Phantom Menace
891426,Lara Croft: Tomb Raider
891564,American Beauty
891481,"Night at the Roxbury, A"
891361,Children of the Corn
891756,Aliens
891829,Amadeus
891619,Raising Arizona
891673,"Thomas Crown Affair, The"
891512,Charlie's Angels
891549,Affair to Remember
891539,Ocean's Eleven
891615,Star Wars
891644,Star Trek: First Contact
891496,Akira
891759,Wag the Dog
891654,Star Wars Episode I: The Phantom Menace
891803,Star Wars
891619,Chocolat
891619,Casablanca
891588,The Goonies
891821,Titanic
891645,Star Wars Episode II: Attack of the Clones
891669,"Matrix, The"
891520,Waiting for Guffman
891564,A Few Good Men
891829,All the President's Men
891670,Star Wars Episode VI: Return of the Jedi
891540,"Matrix, The"
891540,Terminator 2: Judgement Day
891540,"Princess Diaries, The"
891451,Forrest Gump
891511,Fight Club
891553,Highlander
891487,Fish Called Wanda
891670,My Giant
891378,Blues Brothers
891559,Tomorrow Never Dies
891564,Spy Game
891673,A Christmas Story
891397,Star Wars Episode V: Empire Strikes Back
891378,Executive Decision
891537,Zorba the Greek
891588,Big Trouble in Little China
891540,"American Werewolf in London, An"
891634,Ferris Bueller's Day Off
891564,Return of the Jedi
891576,Bridget Jones's Diary
891384,"Pink Panther, The"
891441,Star Trek IV: The Voyage Home
891588,Indiana Jones and the Temple of Doom
891480,Shanghai Noon
891480,Enemy of the State
891480,Sliding Doors
891426,Judge Dredd
891670,Star Wars Episode I: The Phantom Menace
891679,Heathers
891385,Ever After: A Cinderella Story
891235,Jerry Maguire
891588,Godzilla 2000
891480,Silent Running
891384,Star Wars
891333,"Play It Again, Sam"
891669,Home Alone
891426,L.A. Confidential
891481,"Hurricane, The"
891426,Face/Off
891475,Schindler's List
891475,Shrek
891573,D3: The Mighty Ducks
891369,"Sixth Sense, The"
891481,Saving Silverman
891426,James Bond Movies
891378,Coyote Ugly
891800,Diva
891652,Harry Potter and the Sorcerer's Stone
891619,Tomb Raider
891669,Die Hard
891800,"Gods Must Be Crazy, The"
891673,Grosse Pointe Blank
891724,Gladiator
891751,Air Force One
891800,My Fair Lady
891759,Akira
891800,Henry V
891754,Gladiator
891673,Star Trek: The Wrath of Khan
891589,Goodfellas
891670,Monty Python's the Meaning of Life
891821,THE SILENCE OF THE LAMBS
891800,Richard III
891644,Star Trek IV: The Voyage Home
891673,Tin Cup
891673,What About Bob
891522,"Walk to Remember, A"
891514,Magnolia
891550,Rock Star
891800,Alien
891800,"Bridge on the River Kwai, The"
891751,Star Trek IV: The Voyage Home
891669,Behind Enemy Lines
891670,Alien
891540,Raiders of the Lost Ark
891492,"Lord of the Rings: The Fellowship of the Ring, The"
891514,Amelie
891673,Ferris Bueller's Day Off
891671,Malcolm X
891426,From Dusk Till Dawn
891551,Dangerous Liasons
891385,Brazil
891673,"Lord of the Rings: The Fellowship of the Ring, The"
891673,Platoon
891487,"Wizard of Oz, The"
891410,Airplane
891615,Animal House
891615,Gladiator
891540,"Rocky Horror Picture Show, The"
891559,Star Wars
891564,Dirty Rotten Scoundrels
891487,"Joy Luck Club, The"
891550,"Mummy, The"
891564,"Abyss, The"
891550,U-571
891588,Return of the Jedi
891487,Gone with the Wind
891409,Monty Python and the Holy Grail
891431,Elizabeth
891450,"Godfather, The"
891426,Breakfast At Tiffany's
891670,Raiders of the Lost Ark
891433,Buffalo 66
891394,"Jerk, The"
891058,Willy Wonka and the Chocolate Factory
891434,"Lord of the Rings: The Fellowship of the Ring, The"
891550,Alien 3
891088,City of Angels
891559,Star Wars Episode VI: Return of the Jedi
891496,Mulholland Drive
891411,Star Wars Episode VI: Return of the Jedi
891450,Gladiator
891588,Short Circuit
891588,A Night At The Opera (1935)
891426,Moonraker
891615,"Back to the Future, Part III"
891788,"Truman Show, The"
891800,Brassed Off
891669,Bicycle Thief
891550,Scream 3
891551,Apocalypse Now Redux
891540,Three Weddings and a Funeral
891644,Groundhog Day
891673,Gladiator
891500,Philadelphia Story
891669,Mrs. Doubtfire
891378,Highlander
891487,Annie Hall
891540,Being John Malkovich
891588,Chitty Chitty Bang Bang
891551,Requiem for a Dream
891588,"Iron Giant, The"
891501,"Lord of the Rings: The Fellowship of the Ring, The"
891467,A Few Good Men
891669,Blood Simple
891487,City Slickers II: The Legend of Curly's Gold
891669,"Jungle Book, The"
891540,American Pie
891426,"Mummy Returns, The"
891669,John Grisham's The Rainmaker
891673,"Planes, Trains & Automobiles"
891540,Bram Stoker's Dracula
891540,Starship Troopers
891588,"Mummy, The"
891397,Goodfellas
891588,"Road to El Dorado, The"
891615,Paper Moon
891670,A bridge Too Far
891385,Galaxy Quest
891550,Mr. Nice Guy
891426,Along Came a Spider
891588,"Sound of Music, The"
891670,Ronin
891670,Seven Samurai
891540,Robocop
891551,Dancer in the Dark
891540,Close Encounters Of The Third Kind
891426,Casino Royale
891384,"Lord of the Rings: The Fellowship of the Ring, The"
891441,A Few Good Men
891540,Spy Hard
891559,Alien
891484,Lost Highway
891540,"Fifth Element, The"
891378,Conan the Barbarian
891185,Gone with the Wind
891573,Adventures in Babysitting
891397,Monty Python and the Holy Grail
891431,Shakespeare in Love
891433,Plan Nine from Outer Space
891435,"Dark Crystal, The"
891411,Star Wars
891402,About A Boy
891456,Star Wars Episode II: Attack of the Clones
891117,Gettysburg
891378,Indiana Jones and the Last Crusade
891430,Gladiator
891235,Indiana Jones and the Raiders of the Lost Ark
891441,Star Trek: The Wrath of Khan
891394,Star Wars Episode V: Empire Strikes Back
891426,"Man With the Golden Gun, The"
891426,Fair Game
891361,Donnie Darko
891496,"Clockwork Orange, A"
891754,Shakespeare in Love
891719,Chocolat
891924,"Shawshank Redemption, The"
891917,"Adventures of Rocky and Bullwinkle, The"
891978,Schindler's List
891978,Short Circuit
891978,"Empire Strikes Back, The"
891978,"Count of Monte Cristo, The"
891754,Rumble in the Bronx
891983,Aliens
891714,Galaxy Quest
891754,Dirty Rotten Scoundrels
891793,Star Wars Episode V: Empire Strikes Back
891745,"Exorcist, The"
891800,"Music Man, The"
891800,Mad Max
891979,Amadeus
891806,Harry Potter and the Sorcerer's Stone
891619,Ladyhawke
891655,"Godfather, Part II, The"
891754,"Matrix, The"
891803,Indiana Jones and the Temple of Doom
891697,"Sixth Sense, The"
891588,Spy Kids 2: The Island Of Lost Dreams
891633,Silence of the labms
891800,Bull Durham
891600,Time Bandits
891670,"Godfather, The"
891604,Clerks
891754,Iron Monkey
891615,Forrest Gump
891611,"One, The"
891670,"Last Starfighter, The"
891679,Moulin Rouge
891487,Eraserhead
891803,Star Wars Episode V: Empire Strikes Back
891817,Star Trek: Insurrection
891619,The Gods Must be Crazy!
891615,Star Trek IV: The Voyage Home
891800,Lawrence of Arabia
891673,High Plains Drifter
891821,Speed
891731,Strictly Ballroom
891589,The Game
891800,Quadrophenia
891817,Star Wars Episode I: The Phantom Menace
891800,Rebel Without a Cause
891669,Raiders of the Lost Ark
891633,Zorro the Gay Blade
891669,Lagaan
891559,"Terminator, The"
891588,Star Wars Episode V: Empire Strikes Back
891774,"Godfather, Part II, The"
891619,"Evil Dead, The"
891619,Tarzan the Ape Man
891800,Casablanca
891615,Grease
891496,Fargo
891512,When Harry Met Sally
891754,"Waterboy, The"
891788,Contact
891803,Gladiator
891619,Babettes gæstebud
891492,Swept Away (Italian)
891793,Star Trek: First Contact
891615,Father of the Bride
891523,"Lord of the Rings: The Fellowship of the Ring, The"
891539,Fight Club
891654,"Shawshank Redemption, The"
891927,"Lord of the Rings: The Fellowship of the Ring, The"
891939,Sophie's Choice
891754,Wonder Boys
891957,All About My Mother
891978,Babe
891924,"Big Lebowski, The"
891925,Star Trek: The Wrath of Khan
891925,Star Wars Episode VI: Return of the Jedi
891734,Kissing Jessica Stein
