CustomerID,Channel
917627,CNN
917627,Studio Universal
917628,Cartoon Network
917628,CNN
917628,Studio Universal
917628,WB
917632,A&E
917632,Cartoon Network
917632,CNN
917632,ESPN
917632,WB
917632,Studio Universal
917635,Studio Universal
917635,CNN
917635,Cartoon Network
917649,Studio Universal
917649,CNN
917649,ESPN
917649,CNN
917649,A&E
917650,Other
917650,Cartoon Network
917650,CNN
917650,Studio Universal
917650,WB
917653,CNN
917653,Studio Universal
917653,CNN
917653,CNN
917653,Cartoon Network
917653,CNN
917653,A&E
917654,A&E
917654,CNN
917654,Studio Universal
917661,Other
917661,ESPN
917663,ESPN
917667,A&E
917671,Other
917674,CNN
917674,Cartoon Network
917674,CNN
917674,A&E
917677,Cartoon Network
917677,A&E
917677,CNN
917684,ESPN
917693,WB
917693,Studio Universal
917693,CNN
917693,CNN
917693,ESPN
917698,CNN
917698,CNN
917698,Cartoon Network
917699,WB
917699,Studio Universal
917699,CNN
917711,ESPN
917711,Other
917711,CNN
917711,CNN
917711,Cartoon Network
917711,Studio Universal
917711,WB
917713,CNN
917713,CNN
917713,Studio Universal
917714,CNN
917714,Cartoon Network
917714,CNN
917714,Other
917714,CNN
917714,A&E
917722,Studio Universal
917731,ESPN
917738,CNN
917738,ESPN
917738,Other
917738,CNN
917738,CNN
917738,CNN
917759,CNN
917759,A&E
917759,Other
917759,Cartoon Network
917759,WB
917759,CNN
917759,Studio Universal
917767,ESPN
917767,Cartoon Network
917767,CNN
917767,CNN
917767,CNN
917767,CNN
917767,Other
917767,ESPN
917772,A&E
917772,CNN
917772,Cartoon Network
917772,Studio Universal
917772,WB
917772,CNN
917772,CNN
917773,CNN
917773,Other
917798,ESPN
917798,Other
917803,CNN
917803,CNN
917803,Cartoon Network
917803,Studio Universal
917803,WB
917812,Cartoon Network
917821,Cartoon Network
917821,Cartoon Network
917821,Other
917821,CNN
917821,Cartoon Network
917821,CNN
917821,CNN
917821,Cartoon Network
917821,CNN
917821,Studio Universal
917821,CNN
917821,WB
917821,ESPN
917821,CNN
917838,Cartoon Network
917838,Cartoon Network
917838,CNN
917843,A&E
917843,Other
917843,CNN
917843,CNN
917843,Cartoon Network
917846,A&E
917846,Cartoon Network
917846,Studio Universal
917849,CNN
917849,Cartoon Network
917849,CNN
917849,CNN
917849,Cartoon Network
917849,CNN
917851,A&E
917851,Cartoon Network
917851,CNN
917851,Studio Universal
917851,CNN
917851,CNN
917851,CNN
917861,A&E
917875,Cartoon Network
917875,CNN
917875,A&E
917877,Cartoon Network
917877,CNN
917877,Studio Universal
917877,WB
917883,A&E
917883,ESPN
917883,WB
917883,Studio Universal
917883,CNN
917883,Cartoon Network
917883,CNN
917883,CNN
917886,Other
917890,CNN
917890,Cartoon Network
917890,Studio Universal
917890,WB
917890,ESPN
917898,ESPN
917898,WB
917898,CNN
917898,Cartoon Network
917898,Cartoon Network
917898,A&E
917904,CNN
917904,CNN
917904,A&E
917915,Cartoon Network
917915,Other
917922,WB
917922,Studio Universal
917922,CNN
917925,CNN
917925,Cartoon Network
917925,Studio Universal
917925,WB
917925,Other
917925,ESPN
917928,CNN
917928,A&E
917928,Studio Universal
917928,WB
917933,ESPN
917948,Cartoon Network
917948,CNN
917948,Studio Universal
917948,WB
917949,CNN
917949,Studio Universal
917949,WB
917950,CNN
917950,CNN
917950,WB
917954,CNN
917954,Studio Universal
917958,Studio Universal
917958,Cartoon Network
917962,ESPN
917974,Cartoon Network
917974,Other
917974,CNN
917974,ESPN
917984,Cartoon Network
917984,CNN
917984,CNN
917984,CNN
917984,Other
917984,ESPN
917996,ESPN
918004,A&E
918004,CNN
918004,CNN
918004,Cartoon Network
918011,Cartoon Network
918011,Other
918011,CNN
918025,CNN
918025,CNN
918025,Cartoon Network
918025,Other
918026,Other
918026,ESPN
918026,CNN
918026,A&E
918026,CNN
918026,CNN
918026,Cartoon Network
918026,CNN
918026,Studio Universal
918026,CNN
918026,WB
918026,Cartoon Network
918032,WB
918032,Cartoon Network
918032,CNN
918032,Studio Universal
918032,CNN
918034,CNN
918034,Cartoon Network
918039,A&E
918052,Cartoon Network
918052,CNN
918054,Other
918054,CNN
918054,Studio Universal
918054,CNN
918055,WB
918055,Studio Universal
918055,Cartoon Network
918060,Studio Universal
918077,WB
918077,Cartoon Network
918077,Cartoon Network
918077,CNN
918077,Other
918080,ESPN
918083,CNN
918083,Studio Universal
918083,WB
918090,CNN
918090,CNN
918090,WB
918098,Other
918098,CNN
918098,CNN
918098,Cartoon Network
918103,Studio Universal
918103,WB
918103,Cartoon Network
918109,Cartoon Network
918109,Studio Universal
918109,CNN
918109,ESPN
918109,CNN
918109,Cartoon Network
918109,CNN
918109,A&E
918119,Studio Universal
918119,CNN
918119,A&E
918120,ESPN
918120,Other
918120,CNN
918120,WB
918120,CNN
918155,Studio Universal
918155,Cartoon Network
918157,Cartoon Network
918157,A&E
918157,Other
918157,Cartoon Network
918157,CNN
918157,Studio Universal
918161,Cartoon Network
918161,CNN
918161,WB
918161,Studio Universal
918169,WB
918169,CNN
918169,Cartoon Network
918169,Cartoon Network
918169,CNN
918169,Studio Universal
918169,A&E
918169,CNN
918170,CNN
918170,Studio Universal
918170,CNN
918170,Cartoon Network
918170,Cartoon Network
918170,Cartoon Network
918170,CNN
918170,CNN
918170,A&E
918170,WB
918172,A&E
918173,A&E
918173,Other
918173,Cartoon Network
918173,Studio Universal
918173,WB
918181,CNN
918186,Cartoon Network
918186,A&E
918186,CNN
918186,Studio Universal
918186,WB
918186,CNN
918192,ESPN
918196,Studio Universal
918196,WB
918196,Cartoon Network
918201,WB
918201,Other
918201,ESPN
918205,A&E
918207,A&E
918207,WB
918207,CNN
918208,CNN
918208,Cartoon Network
918208,Other
918217,CNN
918217,WB
918217,Cartoon Network
918217,Cartoon Network
918217,CNN
918217,CNN
918217,A&E
918217,Other
918224,CNN
918224,A&E
918224,Other
918224,ESPN
918224,Cartoon Network
918224,Cartoon Network
918225,CNN
918225,Studio Universal
918225,WB
918225,ESPN
918235,Studio Universal
918235,CNN
918235,Other
918235,Cartoon Network
918235,ESPN
918237,Other
918272,CNN
918272,CNN
918272,Studio Universal
918278,A&E
918278,Other
918278,Studio Universal
918278,WB
918280,A&E
918280,Studio Universal
918280,Cartoon Network
918282,CNN
918282,CNN
918282,Other
918283,Other
918283,CNN
918283,Cartoon Network
918286,Cartoon Network
918286,CNN
918286,Studio Universal
918299,A&E
918299,CNN
918299,Other
918299,Cartoon Network
918299,CNN
918299,CNN
918299,CNN
918314,Cartoon Network
918314,Cartoon Network
918318,ESPN
918322,Studio Universal
918322,WB
918323,CNN
918323,Studio Universal
918323,CNN
918323,CNN
918323,WB
918323,Cartoon Network
918328,CNN
918328,A&E
918328,Studio Universal
918328,Cartoon Network
918329,CNN
918329,CNN
918338,Cartoon Network
918338,Studio Universal
918347,Other
918347,Cartoon Network
918347,A&E
918347,Cartoon Network
918347,CNN
918347,Studio Universal
918347,WB
918350,A&E
918350,Cartoon Network
918358,CNN
918358,Cartoon Network
918367,A&E
918367,WB
918367,Studio Universal
918367,CNN
918367,CNN
918367,CNN
918368,CNN
918368,CNN
918368,WB
918396,CNN
918396,Cartoon Network
918396,Studio Universal
918396,WB
918398,CNN
918398,Studio Universal
918398,CNN
918398,WB
918398,Cartoon Network
918398,CNN
918398,CNN
918398,CNN
918398,Other
918398,ESPN
918398,Cartoon Network
918398,ESPN
918418,Cartoon Network
918418,ESPN
918419,ESPN
918429,ESPN
918431,CNN
918431,A&E
918431,Studio Universal
918431,WB
918431,CNN
918431,Cartoon Network
918441,Cartoon Network
918441,Studio Universal
918441,CNN
918445,WB
918456,CNN
918456,ESPN
918456,CNN
918475,Other
918476,ESPN
918476,CNN
918515,CNN
918515,ESPN
918515,Other
918529,Other
918536,ESPN
918548,A&E
918548,CNN
918548,Cartoon Network
918548,CNN
918556,ESPN
918556,Studio Universal
918556,Cartoon Network
918556,WB
918556,A&E
918556,CNN
918556,CNN
918556,Cartoon Network
918556,CNN
918556,Cartoon Network
918556,CNN
918597,ESPN
918614,CNN
918614,CNN
918614,Cartoon Network
918614,CNN
918614,Other
918614,CNN
918614,A&E
918624,ESPN
918626,CNN
918626,Other
918626,CNN
918639,Other
918639,CNN
918639,CNN
918657,ESPN
918690,ESPN
918694,A&E
918694,CNN
918694,Cartoon Network
918694,CNN
918694,Studio Universal
918703,Other
918705,Studio Universal
918710,CNN
918710,WB
918710,CNN
918710,Studio Universal
918710,CNN
918710,Cartoon Network
918710,CNN
918710,A&E
918710,Cartoon Network
918730,Studio Universal
918730,CNN
918730,CNN
918730,Other
918742,WB
918742,CNN
918742,Studio Universal
918742,CNN
918742,Cartoon Network
918742,CNN
918742,CNN
918742,A&E
918742,CNN
918765,A&E
918765,CNN
918769,Other
918775,ESPN
918796,Other
918796,ESPN
918801,Studio Universal
918801,Cartoon Network
918801,CNN
918801,Other
918801,ESPN
918801,CNN
918810,WB
918810,Studio Universal
918810,Other
918818,Studio Universal
918818,ESPN
918818,CNN
918818,WB
918818,Other
918823,A&E
918823,CNN
918823,Cartoon Network
918823,ESPN
918823,Cartoon Network
918823,ESPN
918823,Other
918823,CNN
918856,ESPN
918873,Cartoon Network
918873,CNN
918873,WB
918906,CNN
918906,A&E
918919,Cartoon Network
918943,Cartoon Network
918943,ESPN
918943,Other
918943,CNN
918943,CNN
918943,ESPN
918943,CNN
918943,CNN
918999,Other
918999,Cartoon Network
918999,CNN
918999,CNN
918999,CNN
919062,Other
919062,CNN
919062,Studio Universal
919062,WB
919073,Cartoon Network
919073,CNN
919073,A&E
919073,Cartoon Network
919073,CNN
919073,Studio Universal
919073,WB
919073,ESPN
919073,Cartoon Network
919076,Studio Universal
919076,A&E
919076,CNN
919076,CNN
919076,ESPN
919076,Cartoon Network
919210,CNN
919210,CNN
919210,CNN
919210,Other
919262,Cartoon Network
919262,WB
919262,CNN
919262,CNN
919262,A&E
919262,Studio Universal
919350,Cartoon Network
919369,Other
919369,ESPN
919704,Other
919792,Other
919792,CNN
919792,CNN
919792,ESPN
919792,Cartoon Network
920108,ESPN
920108,Other
920108,Studio Universal
920182,ESPN
920182,WB
920182,Studio Universal
920182,CNN
920182,Cartoon Network
920182,Other
920182,CNN
920740,ESPN
920740,Cartoon Network
920779,CNN
920779,Cartoon Network
920779,ESPN
920779,CNN
920779,CNN
920779,A&E
920779,ESPN
921894,ESPN
921894,CNN
921894,Other
922482,Other
922482,ESPN
922584,CNN
922584,CNN
922584,ESPN
923756,ESPN
923761,CNN
923761,A&E
923761,Cartoon Network
923761,Studio Universal
923761,WB
923761,CNN
923843,Other
923843,ESPN
923843,CNN
924237,A&E
924237,Studio Universal
924315,ESPN
924521,ESPN
924521,CNN
924521,CNN
924521,Studio Universal
924521,CNN
924521,Other
924521,CNN
924570,A&E
924570,WB
924570,Studio Universal
924570,CNN
924570,CNN
924570,Cartoon Network
924570,CNN
924737,ESPN
924749,Studio Universal
924749,CNN
924749,CNN
924749,ESPN
924965,WB
924965,A&E
924965,ESPN
924965,Cartoon Network
925177,Studio Universal
925177,Cartoon Network
925177,CNN
925654,ESPN
925728,Other
925728,Studio Universal
925728,CNN
925738,Other
925876,CNN
925876,Other
925876,ESPN
925876,A&E
926086,ESPN
926360,ESPN
927058,ESPN
927058,Other
927084,Cartoon Network
927147,ESPN
927197,Cartoon Network
927197,Cartoon Network
927197,ESPN
927390,ESPN
927390,Other
927390,WB
927390,Studio Universal
927818,CNN
927818,Studio Universal
927818,A&E
908194,A&E
908351,Cartoon Network
908351,ESPN
908351,Other
908397,ESPN
908397,Cartoon Network
908397,Cartoon Network
908848,CNN
908848,WB
908848,CNN
908848,Cartoon Network
908968,CNN
908968,CNN
908968,A&E
908968,WB
908989,CNN
908989,CNN
908989,Other
909068,A&E
909068,CNN
909068,Studio Universal
909068,CNN
909068,Cartoon Network
909068,CNN
909068,Cartoon Network
909068,Other
909068,ESPN
909068,CNN
909068,CNN
909102,ESPN
909302,Cartoon Network
909302,CNN
909302,Cartoon Network
909302,CNN
909302,WB
909302,Studio Universal
909559,Other
909559,ESPN
909559,Cartoon Network
909559,ESPN
909559,Studio Universal
909559,WB
909559,CNN
909559,CNN
909559,CNN
909729,Studio Universal
909729,WB
909885,CNN
909885,A&E
909885,Other
909950,Studio Universal
909950,CNN
909950,Cartoon Network
910284,ESPN
910325,ESPN
910325,WB
910325,Cartoon Network
910325,CNN
910325,Other
910325,CNN
910325,A&E
910325,CNN
910376,Cartoon Network
910376,CNN
910376,Studio Universal
910591,Studio Universal
910591,CNN
910591,CNN
910777,ESPN
910914,CNN
910914,CNN
910983,CNN
911158,ESPN
911158,Cartoon Network
911158,CNN
911158,Studio Universal
911158,WB
911158,Cartoon Network
911158,Other
911366,CNN
911366,Studio Universal
911657,A&E
911657,Cartoon Network
911657,Other
911749,ESPN
911756,ESPN
911819,CNN
911819,CNN
911819,CNN
911950,WB
911950,Studio Universal
911950,Other
912013,A&E
912013,Studio Universal
912013,WB
912250,CNN
912250,Studio Universal
912250,CNN
912259,ESPN
912262,ESPN
912266,ESPN
912269,CNN
912269,A&E
912269,Cartoon Network
912269,Other
912269,Studio Universal
912271,WB
912271,Cartoon Network
912271,Cartoon Network
912271,Other
912276,ESPN
912278,CNN
912278,Cartoon Network
912278,Other
912278,CNN
912280,ESPN
912280,WB
912280,Cartoon Network
912280,Other
912281,ESPN
912287,Studio Universal
912287,CNN
912289,WB
912289,Cartoon Network
912289,A&E
912292,ESPN
912293,Studio Universal
912293,CNN
912293,CNN
912293,Other
912293,Cartoon Network
912293,CNN
912296,CNN
912296,Studio Universal
912296,WB
912296,ESPN
912303,ESPN
912305,Cartoon Network
912305,CNN
912305,CNN
912306,A&E
912306,Other
912306,CNN
912306,Cartoon Network
912310,ESPN
912312,Other
912314,CNN
912316,CNN
912316,Other
912322,CNN
912322,Cartoon Network
912322,Studio Universal
912322,WB
912322,A&E
912324,CNN
912329,Other
912329,CNN
912329,Studio Universal
912329,CNN
912331,Cartoon Network
912331,Studio Universal
912331,A&E
912332,WB
912332,Studio Universal
912332,A&E
912334,Cartoon Network
912334,Other
912334,ESPN
912334,CNN
912334,CNN
912337,WB
912341,Other
912341,Studio Universal
912341,CNN
912341,CNN
912343,CNN
912343,Cartoon Network
912345,A&E
912345,Cartoon Network
912345,Cartoon Network
912345,CNN
912345,Studio Universal
912345,WB
912346,CNN
912346,ESPN
912346,CNN
912346,Other
912346,Cartoon Network
912346,CNN
912348,Cartoon Network
912351,CNN
912351,WB
912351,Cartoon Network
912351,CNN
912351,A&E
912351,ESPN
912353,Cartoon Network
912353,CNN
912353,CNN
912354,A&E
912354,Other
912354,Cartoon Network
912354,CNN
912354,Cartoon Network
912357,Other
912357,CNN
912357,CNN
912357,CNN
912357,Studio Universal
912357,CNN
912357,WB
912357,CNN
912361,ESPN
912370,Studio Universal
912374,ESPN
912374,CNN
912374,Other
912374,CNN
912375,ESPN
912375,Cartoon Network
912375,CNN
912375,CNN
912375,Studio Universal
912375,WB
912378,Cartoon Network
912378,Studio Universal
912382,CNN
912382,Studio Universal
912382,CNN
912382,WB
912382,Other
912383,Cartoon Network
912384,WB
912384,CNN
912384,Other
912385,Cartoon Network
912385,CNN
912385,Studio Universal
912388,WB
912388,CNN
912388,Cartoon Network
912388,A&E
912388,Studio Universal
912388,CNN
912388,CNN
912388,ESPN
912388,Cartoon Network
912388,Other
912388,CNN
912388,CNN
912388,CNN
912388,CNN
912390,A&E
912390,CNN
912390,Studio Universal
912390,CNN
912390,Cartoon Network
912393,Studio Universal
912393,CNN
912393,Other
912394,A&E
912394,Cartoon Network
912394,CNN
912394,Studio Universal
912396,CNN
912396,Other
912398,Cartoon Network
912398,Other
912399,Cartoon Network
912399,CNN
912399,ESPN
912400,A&E
912400,CNN
912400,Cartoon Network
912400,WB
912405,Studio Universal
912405,A&E
912405,Cartoon Network
912405,CNN
912405,ESPN
912405,CNN
912406,ESPN
912408,ESPN
912408,Other
912408,CNN
912409,Cartoon Network
912409,A&E
912409,CNN
912409,CNN
912409,CNN
912409,Studio Universal
912409,CNN
912411,ESPN
912411,CNN
912411,Cartoon Network
912411,CNN
912411,Other
912412,CNN
912412,WB
912412,Studio Universal
912412,Cartoon Network
912412,ESPN
912413,CNN
912413,CNN
912413,CNN
912415,Studio Universal
912415,CNN
912415,Other
912418,WB
912418,Studio Universal
912418,A&E
912426,Other
912432,CNN
912432,CNN
912432,Other
912432,CNN
912432,CNN
912432,WB
912437,Cartoon Network
912437,WB
912437,Studio Universal
912437,CNN
912437,CNN
912437,CNN
912437,ESPN
912437,ESPN
912437,Other
912438,A&E
912438,Studio Universal
912438,WB
912438,Cartoon Network
912438,CNN
912438,Cartoon Network
912438,CNN
912441,WB
912441,CNN
912441,Studio Universal
912441,Cartoon Network
912442,Studio Universal
912442,WB
912442,CNN
912445,Other
912445,ESPN
912445,CNN
912445,CNN
912445,CNN
912447,Studio Universal
912447,CNN
912447,Cartoon Network
912447,Other
912448,Studio Universal
912448,Cartoon Network
912448,A&E
912448,WB
912448,CNN
912449,Studio Universal
912449,ESPN
912449,WB
912449,CNN
912449,Cartoon Network
912451,Cartoon Network
912451,ESPN
912455,CNN
912455,Cartoon Network
912455,CNN
912455,CNN
912455,A&E
912455,CNN
912459,CNN
912459,Cartoon Network
912459,CNN
912468,WB
912468,Cartoon Network
912468,CNN
912468,Studio Universal
912468,CNN
912469,Other
912469,CNN
912472,CNN
912472,Cartoon Network
912472,CNN
912472,Other
912472,A&E
912473,CNN
912473,CNN
912473,WB
912473,Studio Universal
912473,CNN
912473,CNN
912478,CNN
912478,Other
912479,ESPN
912480,WB
912480,Cartoon Network
912480,A&E
912486,Cartoon Network
912492,WB
912492,Studio Universal
912492,Other
912492,CNN
912495,Cartoon Network
912495,Cartoon Network
912495,Cartoon Network
912495,Cartoon Network
912495,CNN
912495,Cartoon Network
912495,Studio Universal
912495,CNN
912495,CNN
912495,CNN
912495,A&E
912495,WB
912495,ESPN
912499,A&E
912499,CNN
912499,CNN
912502,Other
912502,CNN
912502,Cartoon Network
912505,CNN
912505,CNN
912505,Studio Universal
912505,WB
912508,WB
912508,Other
912508,CNN
912508,Studio Universal
912512,WB
912512,Studio Universal
912512,CNN
912512,A&E
912514,Studio Universal
912515,CNN
912515,Other
912515,ESPN
912515,CNN
912515,CNN
912515,CNN
912515,WB
912515,ESPN
912519,Cartoon Network
912519,CNN
912519,CNN
912519,CNN
912519,WB
912519,Studio Universal
912527,Other
912527,Cartoon Network
912527,WB
912527,ESPN
912529,Studio Universal
912529,Cartoon Network
912529,CNN
912530,Other
912535,Other
912539,WB
912548,CNN
912548,ESPN
912551,CNN
912551,ESPN
912551,Other
912551,CNN
912551,Studio Universal
912551,WB
912551,CNN
912552,ESPN
912554,Cartoon Network
912554,CNN
912554,CNN
912554,Cartoon Network
912554,Cartoon Network
912556,CNN
912556,CNN
912556,CNN
912556,Cartoon Network
912556,Cartoon Network
912556,Other
912556,ESPN
912556,ESPN
912556,CNN
912556,A&E
912558,A&E
912558,CNN
912558,CNN
912558,Cartoon Network
912562,ESPN
912568,Cartoon Network
912568,Other
912568,CNN
912570,Studio Universal
912570,CNN
912570,CNN
912570,CNN
912570,A&E
